survey_id,company_id,customer_id,survey_date,satisfaction_score,preferred_feature,purchase_factor,improvement_area,would_recommend
SRV014459,C008,CUST02993,2024-06-27,10,Better performance,Brand reputation,Battery life,Yes
SRV014460,C008,CUST07107,2024-01-25,3,More smart features,Durability,Durability,No
SRV014461,C008,CUST05827,2025-09-17,1,Improved comfort,Quality,Durability,No
SRV014462,C007,CUST03473,2025-11-27,8,Longer battery life,Quality,Design,Yes
SRV014463,C009,CUST05428,2025-06-10,7,Improved durability,Quality,Customer support,Yes
SRV014464,C005,CUST03906,2023-10-06,4,Better design,Customer reviews,Customer support,No
SRV014465,C004,CUST08665,2024-03-13,1,Improved comfort,Customer reviews,Performance,No
SRV014466,C001,CUST00704,2024-12-25,2,Better design,Features,Design,No
SRV014467,C001,CUST00666,2023-03-23,2,Improved durability,Features,Durability,No
SRV014468,C003,CUST04345,2025-10-16,7,Improved comfort,Customer reviews,Software,Yes
SRV014469,C002,CUST04603,2023-04-08,9,Better software,Price,Battery life,Yes
SRV014470,C006,CUST05839,2023-07-28,10,Better performance,Brand reputation,Software,Yes
SRV014471,C005,CUST07711,2023-06-08,7,Lower price,Design,Customer support,Yes
SRV014472,C004,CUST06901,2025-04-16,9,Improved comfort,Design,Comfort,Yes
SRV014473,C003,CUST04726,2024-02-08,2,Improved durability,Design,Software,No
SRV014474,C010,CUST08580,2025-10-30,8,Lower price,Quality,Price,Yes
SRV014475,C003,CUST08225,2023-01-27,4,Better performance,Design,Customer support,No
SRV014476,C001,CUST03870,2024-09-24,9,Longer battery life,Durability,Performance,Yes
SRV014477,C009,CUST07182,2025-08-22,5,Improved durability,Features,Comfort,No
SRV014478,C004,CUST06962,2025-03-19,7,Lower price,Customer reviews,Performance,Yes
SRV014479,C002,CUST04379,2024-03-04,5,Lower price,Performance,Durability,No
SRV014480,C005,CUST04623,2024-08-25,8,Improved comfort,Performance,Price,Yes
SRV014481,C003,CUST09722,2025-05-18,6,More smart features,Performance,Durability,No
SRV014482,C009,CUST04198,2024-11-28,10,Improved comfort,Features,Comfort,Yes
SRV014483,C005,CUST08793,2023-10-11,6,Better performance,Durability,Performance,No
SRV014484,C009,CUST00131,2024-04-11,1,Better software,Features,Performance,No
SRV014485,C010,CUST08606,2024-01-09,10,Improved comfort,Performance,Battery life,Yes
SRV014486,C006,CUST03711,2024-06-07,2,Better design,Performance,Battery life,No
SRV014487,C004,CUST06875,2023-04-03,7,Improved durability,Quality,Price,Yes
SRV014488,C005,CUST03904,2024-10-15,3,More smart features,Durability,Design,No
SRV014489,C008,CUST02811,2025-09-28,1,Longer battery life,Customer reviews,Performance,No
SRV014490,C001,CUST03486,2023-12-24,10,Better performance,Quality,Performance,Yes
SRV014491,C010,CUST06380,2023-08-20,9,Improved comfort,Customer reviews,Software,Yes
SRV014492,C006,CUST07042,2025-01-22,9,Improved comfort,Customer reviews,Comfort,Yes
SRV014493,C008,CUST07100,2025-01-21,10,Better software,Performance,Design,Yes
SRV014494,C001,CUST01553,2023-04-29,9,More smart features,Brand reputation,Software,Yes
SRV014495,C001,CUST07500,2024-10-12,6,Longer battery life,Features,Performance,No
SRV014496,C005,CUST01351,2024-04-29,1,Improved durability,Features,Comfort,No
SRV014497,C009,CUST08354,2024-10-24,8,More smart features,Quality,Design,Yes
SRV014498,C010,CUST06667,2023-12-28,6,Better design,Customer reviews,Durability,No
SRV014499,C003,CUST09023,2025-11-22,5,Improved comfort,Brand reputation,Software,No
SRV014500,C010,CUST03122,2023-07-05,1,Lower price,Brand reputation,Battery life,No
SRV014501,C007,CUST09173,2025-07-04,2,Longer battery life,Quality,Price,No
SRV014502,C001,CUST04609,2024-03-29,4,Better performance,Price,Customer support,No
SRV014503,C005,CUST05877,2025-10-16,7,Lower price,Design,Comfort,Yes
SRV014504,C004,CUST07602,2023-12-20,3,Better design,Features,Battery life,No
SRV014505,C003,CUST04408,2025-10-20,5,Improved comfort,Features,Design,No
SRV014506,C003,CUST03405,2024-05-15,2,Longer battery life,Design,Battery life,No
SRV014507,C004,CUST00394,2024-09-03,5,Longer battery life,Durability,Comfort,No
SRV014508,C003,CUST04352,2025-08-02,3,Better performance,Features,Durability,No
SRV014509,C007,CUST06815,2023-08-29,6,Improved comfort,Brand reputation,Design,No
SRV014510,C009,CUST02220,2025-06-06,4,Improved comfort,Performance,Durability,No
SRV014511,C006,CUST07913,2025-06-22,2,Better software,Quality,Customer support,No
SRV014512,C001,CUST02424,2024-10-13,6,Lower price,Quality,Comfort,No
SRV014513,C010,CUST01570,2023-03-07,9,Better performance,Performance,Performance,Yes
SRV014514,C004,CUST04510,2024-04-11,1,Longer battery life,Quality,Battery life,No
SRV014515,C003,CUST03242,2024-11-12,9,Better performance,Quality,Software,Yes
SRV014516,C001,CUST07618,2024-06-07,4,Lower price,Brand reputation,Software,No
SRV014517,C008,CUST05463,2024-07-10,2,More smart features,Durability,Performance,No
SRV014518,C008,CUST01270,2025-01-09,5,Better software,Durability,Comfort,No
SRV014519,C005,CUST00253,2023-02-03,8,Better design,Customer reviews,Price,Yes
SRV014520,C008,CUST07646,2024-10-04,7,Better performance,Quality,Performance,Yes
SRV014521,C004,CUST00548,2023-12-19,10,Lower price,Price,Software,Yes
SRV014522,C001,CUST06995,2023-03-28,2,Improved comfort,Customer reviews,Design,No
SRV014523,C001,CUST02680,2024-09-18,2,Improved durability,Performance,Battery life,No
SRV014524,C002,CUST09942,2025-11-08,9,Improved durability,Features,Comfort,Yes
SRV014525,C002,CUST07448,2023-05-15,8,Lower price,Performance,Software,Yes
SRV014526,C006,CUST02432,2024-12-25,7,Improved comfort,Customer reviews,Price,Yes
SRV014527,C005,CUST01574,2025-08-29,8,Improved durability,Features,Design,Yes
SRV014528,C006,CUST07252,2025-12-15,7,Improved durability,Features,Comfort,Yes
SRV014529,C003,CUST06685,2025-06-28,3,Better software,Performance,Durability,No
SRV014530,C002,CUST04391,2025-12-14,4,Improved durability,Brand reputation,Battery life,No
SRV014531,C005,CUST09808,2024-08-14,6,Better performance,Durability,Price,No
SRV014532,C007,CUST01151,2023-05-12,6,Better performance,Customer reviews,Design,No
SRV014533,C008,CUST07415,2024-04-19,4,More smart features,Price,Design,No
SRV014534,C004,CUST02208,2024-09-19,3,Better performance,Customer reviews,Design,No
SRV014535,C005,CUST07274,2025-12-05,10,Improved comfort,Features,Customer support,Yes
SRV014536,C007,CUST06489,2023-11-08,5,Improved comfort,Brand reputation,Comfort,No
SRV014537,C006,CUST07477,2024-06-10,3,Longer battery life,Customer reviews,Performance,No
SRV014538,C004,CUST09532,2023-10-25,4,Longer battery life,Brand reputation,Price,No
SRV014539,C004,CUST01949,2023-01-25,1,Improved durability,Brand reputation,Comfort,No
SRV014540,C006,CUST07007,2023-10-29,5,Lower price,Design,Software,No
SRV014541,C003,CUST03205,2023-05-04,6,Better performance,Features,Customer support,No
SRV014542,C005,CUST08561,2024-07-30,9,Improved durability,Price,Price,Yes
SRV014543,C007,CUST01955,2024-06-06,9,Longer battery life,Price,Price,Yes
SRV014544,C008,CUST09989,2024-01-04,6,Improved comfort,Design,Software,No
SRV014545,C001,CUST03428,2024-04-15,1,Improved comfort,Features,Comfort,No
SRV014546,C001,CUST07084,2023-10-15,2,More smart features,Features,Design,No
SRV014547,C003,CUST01397,2024-01-10,4,Better design,Brand reputation,Battery life,No
SRV014548,C006,CUST01760,2025-10-31,7,Better performance,Durability,Design,Yes
SRV014549,C009,CUST06850,2024-08-10,6,Better software,Price,Battery life,No
SRV014550,C006,CUST00533,2025-12-03,8,Improved comfort,Quality,Performance,Yes
SRV014551,C002,CUST09480,2024-09-11,8,Longer battery life,Design,Battery life,Yes
SRV014552,C007,CUST01490,2023-12-10,8,Lower price,Features,Battery life,Yes
SRV014553,C006,CUST09809,2023-04-19,4,Improved comfort,Performance,Price,No
SRV014554,C006,CUST08883,2025-02-20,4,Better performance,Performance,Customer support,No
SRV014555,C004,CUST02096,2024-04-27,8,Longer battery life,Features,Price,Yes
SRV014556,C003,CUST01158,2025-06-23,3,Better software,Price,Comfort,No
SRV014557,C006,CUST05909,2024-01-22,7,Longer battery life,Durability,Comfort,Yes
SRV014558,C002,CUST00799,2023-02-26,7,Improved durability,Price,Design,Yes
SRV014559,C007,CUST00299,2023-07-27,8,More smart features,Price,Performance,Yes
SRV014560,C010,CUST07917,2024-10-18,4,More smart features,Brand reputation,Performance,No
SRV014561,C002,CUST07132,2023-12-30,3,Better software,Performance,Design,No
SRV014562,C008,CUST09739,2023-08-01,2,Better software,Design,Software,No
SRV014563,C007,CUST09439,2023-06-21,4,Better design,Design,Performance,No
SRV014564,C004,CUST05895,2023-08-12,3,Better performance,Durability,Durability,No
SRV014565,C010,CUST08267,2023-04-15,7,Improved comfort,Performance,Comfort,Yes
SRV014566,C007,CUST05748,2023-05-27,4,Better performance,Design,Customer support,No
SRV014567,C007,CUST09483,2025-02-16,8,Improved durability,Customer reviews,Performance,Yes
SRV014568,C006,CUST02704,2023-03-03,10,Longer battery life,Features,Comfort,Yes
SRV014569,C008,CUST02050,2023-11-28,1,Improved durability,Durability,Design,No
SRV014570,C010,CUST02236,2025-09-13,4,Better performance,Durability,Price,No
SRV014571,C010,CUST07702,2023-11-05,9,More smart features,Quality,Durability,Yes
SRV014572,C006,CUST07006,2023-05-22,6,Improved comfort,Price,Performance,No
SRV014573,C003,CUST03971,2023-01-23,4,Better software,Durability,Customer support,No
SRV014574,C009,CUST07347,2024-11-01,9,Longer battery life,Brand reputation,Customer support,Yes
SRV014575,C005,CUST05692,2024-03-26,8,Improved durability,Customer reviews,Comfort,Yes
SRV014576,C006,CUST07951,2024-12-10,9,Better design,Durability,Price,Yes
SRV014577,C006,CUST01609,2024-08-06,9,More smart features,Durability,Price,Yes
SRV014578,C009,CUST04297,2025-08-22,4,Improved comfort,Performance,Customer support,No
SRV014579,C005,CUST03330,2024-09-27,4,Better design,Customer reviews,Design,No
SRV014580,C005,CUST06375,2024-01-24,5,Better performance,Design,Design,No
SRV014581,C008,CUST01519,2024-03-17,10,Better performance,Quality,Durability,Yes
SRV014582,C007,CUST01495,2025-10-24,7,Improved comfort,Quality,Performance,Yes
SRV014583,C008,CUST02455,2024-05-02,8,More smart features,Durability,Software,Yes
SRV014584,C005,CUST06593,2025-07-14,3,Longer battery life,Durability,Customer support,No
SRV014585,C009,CUST03084,2025-08-11,3,Better design,Design,Design,No
SRV014586,C004,CUST00480,2023-06-16,9,Improved comfort,Durability,Price,Yes
SRV014587,C009,CUST01967,2024-08-14,10,Longer battery life,Price,Performance,Yes
SRV014588,C006,CUST08758,2023-02-28,4,Longer battery life,Quality,Design,No
SRV014589,C006,CUST04104,2023-10-04,5,Lower price,Durability,Comfort,No
SRV014590,C009,CUST03173,2023-05-01,3,Improved durability,Features,Price,No
SRV014591,C006,CUST09764,2023-11-11,8,Lower price,Price,Comfort,Yes
SRV014592,C006,CUST03082,2023-11-22,2,Better design,Brand reputation,Comfort,No
SRV014593,C004,CUST02534,2023-03-28,7,Lower price,Price,Battery life,Yes
SRV014594,C005,CUST09780,2024-10-14,2,More smart features,Durability,Comfort,No
SRV014595,C002,CUST05490,2024-03-25,6,Better performance,Features,Battery life,No
SRV014596,C008,CUST04891,2024-09-19,10,Improved comfort,Price,Performance,Yes
SRV014597,C005,CUST01900,2024-01-21,1,Better design,Design,Design,No
SRV014598,C010,CUST06829,2024-11-16,2,Improved comfort,Design,Comfort,No
SRV014599,C003,CUST08468,2025-01-27,7,More smart features,Price,Software,Yes
SRV014600,C003,CUST09174,2024-08-25,7,Lower price,Performance,Price,Yes
SRV014601,C008,CUST00714,2023-01-15,4,Better design,Durability,Price,No
SRV014602,C002,CUST05099,2024-10-12,4,Better performance,Performance,Customer support,No
SRV014603,C002,CUST01508,2024-05-18,5,Improved durability,Customer reviews,Price,No
SRV014604,C003,CUST08105,2024-08-25,4,Improved comfort,Customer reviews,Comfort,No
SRV014605,C001,CUST01881,2023-11-12,10,Better software,Price,Software,Yes
SRV014606,C009,CUST09498,2024-05-07,3,Longer battery life,Durability,Performance,No
SRV014607,C002,CUST09649,2023-07-05,3,Better performance,Customer reviews,Battery life,No
SRV014608,C002,CUST01174,2024-03-12,8,Better software,Performance,Battery life,Yes
SRV014609,C007,CUST05358,2024-07-31,4,Better design,Customer reviews,Design,No
SRV014610,C002,CUST07019,2023-08-08,8,Lower price,Price,Customer support,Yes
SRV014611,C005,CUST08945,2023-11-30,8,Better software,Quality,Customer support,Yes
SRV014612,C006,CUST04465,2023-08-17,7,Lower price,Brand reputation,Battery life,Yes
SRV014613,C007,CUST07430,2025-09-21,5,Better design,Customer reviews,Price,No
SRV014614,C006,CUST04986,2023-05-29,8,Improved durability,Customer reviews,Software,Yes
SRV014615,C002,CUST06461,2023-09-29,6,Better performance,Price,Performance,No
SRV014616,C007,CUST03521,2024-11-26,9,Improved durability,Customer reviews,Performance,Yes
SRV014617,C002,CUST03821,2025-03-17,8,Lower price,Customer reviews,Customer support,Yes
SRV014618,C002,CUST06483,2024-03-19,2,Better software,Brand reputation,Customer support,No
SRV014619,C001,CUST02038,2025-09-10,1,Better software,Durability,Price,No
SRV014620,C004,CUST00601,2023-06-22,6,Lower price,Price,Comfort,No
SRV014621,C010,CUST02996,2023-11-06,9,Improved comfort,Durability,Design,Yes
SRV014622,C007,CUST07694,2025-07-18,6,Better design,Durability,Durability,No
SRV014623,C005,CUST08390,2025-04-11,9,Longer battery life,Brand reputation,Software,Yes
SRV014624,C008,CUST01021,2023-07-26,5,More smart features,Performance,Software,No
SRV014625,C010,CUST09536,2023-05-31,2,Improved durability,Performance,Price,No
SRV014626,C010,CUST05656,2025-01-23,9,Better design,Brand reputation,Performance,Yes
SRV014627,C001,CUST05668,2025-06-20,1,More smart features,Durability,Software,No
SRV014628,C005,CUST02838,2023-10-10,10,More smart features,Durability,Customer support,Yes
SRV014629,C003,CUST06191,2024-03-15,1,More smart features,Performance,Software,No
SRV014630,C010,CUST01979,2024-08-26,4,Better software,Design,Software,No
SRV014631,C002,CUST03735,2024-04-07,8,Lower price,Customer reviews,Battery life,Yes
SRV014632,C010,CUST04790,2025-10-31,8,Better software,Features,Software,Yes
SRV014633,C001,CUST03882,2023-07-21,7,Improved durability,Quality,Price,Yes
SRV014634,C002,CUST05279,2025-03-23,3,Lower price,Price,Durability,No
SRV014635,C005,CUST07716,2024-05-26,4,More smart features,Quality,Durability,No
SRV014636,C008,CUST06233,2025-04-08,5,Improved durability,Customer reviews,Battery life,No
SRV014637,C004,CUST09093,2024-02-25,7,Improved durability,Durability,Durability,Yes
SRV014638,C003,CUST07039,2025-07-25,8,Improved comfort,Price,Battery life,Yes
SRV014639,C002,CUST01733,2024-04-09,2,Better design,Price,Design,No
SRV014640,C006,CUST06966,2023-02-14,2,Lower price,Performance,Battery life,No
SRV014641,C005,CUST00196,2025-06-05,3,Lower price,Design,Software,No
SRV014642,C007,CUST01706,2023-02-24,10,Longer battery life,Features,Customer support,Yes
SRV014643,C004,CUST06955,2023-09-24,5,Improved durability,Brand reputation,Software,No
SRV014644,C006,CUST06404,2024-09-13,4,Longer battery life,Performance,Durability,No
SRV014645,C005,CUST00304,2025-05-04,1,More smart features,Price,Design,No
SRV014646,C008,CUST02329,2024-02-18,1,Longer battery life,Durability,Customer support,No
SRV014647,C010,CUST04177,2023-12-20,9,Lower price,Durability,Comfort,Yes
SRV014648,C004,CUST07854,2024-11-07,6,More smart features,Durability,Software,No
SRV014649,C010,CUST00698,2023-12-19,3,Better software,Price,Performance,No
SRV014650,C009,CUST05241,2025-07-05,6,Improved durability,Price,Performance,No
SRV014651,C010,CUST01432,2023-07-08,10,Longer battery life,Price,Software,Yes
SRV014652,C008,CUST03325,2024-09-04,10,Longer battery life,Performance,Performance,Yes
SRV014653,C005,CUST01276,2025-12-01,5,Improved comfort,Performance,Performance,No
SRV014654,C008,CUST07693,2024-01-14,1,Improved comfort,Customer reviews,Design,No
SRV014655,C003,CUST08915,2025-11-04,2,Better performance,Design,Performance,No
SRV014656,C008,CUST00771,2025-11-19,10,More smart features,Price,Durability,Yes
SRV014657,C001,CUST09754,2025-06-25,4,Better performance,Features,Design,No
SRV014658,C002,CUST03007,2024-11-26,2,More smart features,Performance,Design,No
SRV014659,C008,CUST05815,2025-08-11,5,Improved comfort,Durability,Durability,No
SRV014660,C007,CUST03661,2025-08-16,2,Longer battery life,Brand reputation,Comfort,No
SRV014661,C003,CUST01230,2025-02-14,9,Improved comfort,Customer reviews,Battery life,Yes
SRV014662,C005,CUST09105,2025-07-30,1,Improved durability,Design,Customer support,No
SRV014663,C005,CUST02923,2023-04-21,6,Improved comfort,Quality,Customer support,No
SRV014664,C004,CUST06878,2024-12-22,1,Better software,Features,Design,No
SRV014665,C001,CUST01564,2025-07-25,7,Lower price,Features,Performance,Yes
SRV014666,C007,CUST06159,2023-12-06,5,Longer battery life,Durability,Battery life,No
SRV014667,C007,CUST00037,2024-05-29,4,Better software,Durability,Price,No
SRV014668,C004,CUST04518,2023-02-09,5,Better performance,Quality,Price,No
SRV014669,C005,CUST09352,2024-10-30,7,Lower price,Brand reputation,Comfort,Yes
SRV014670,C003,CUST04556,2025-03-17,5,Improved comfort,Quality,Durability,No
SRV014671,C007,CUST07841,2024-09-18,7,Better performance,Price,Customer support,Yes
SRV014672,C008,CUST04049,2025-12-03,7,Longer battery life,Customer reviews,Durability,Yes
SRV014673,C003,CUST08540,2024-04-29,9,Better performance,Brand reputation,Software,Yes
SRV014674,C005,CUST09730,2024-10-18,8,Improved comfort,Durability,Design,Yes
SRV014675,C006,CUST08461,2024-07-05,9,Better design,Customer reviews,Price,Yes
SRV014676,C006,CUST03628,2025-03-25,1,Better software,Quality,Software,No
SRV014677,C005,CUST09655,2024-03-10,6,Better performance,Performance,Customer support,No
SRV014678,C006,CUST06299,2023-03-19,1,Improved durability,Design,Durability,No
SRV014679,C010,CUST05689,2025-01-14,3,Lower price,Features,Software,No
SRV014680,C007,CUST06793,2024-01-29,2,Better performance,Design,Price,No
SRV014681,C009,CUST05591,2025-03-31,5,More smart features,Features,Comfort,No
SRV014682,C003,CUST09765,2024-11-02,7,Improved comfort,Design,Battery life,Yes
SRV014683,C008,CUST09590,2024-04-06,9,More smart features,Durability,Software,Yes
SRV014684,C008,CUST07257,2025-12-16,5,Longer battery life,Performance,Design,No
SRV014685,C009,CUST03403,2023-11-12,9,Improved comfort,Design,Customer support,Yes
SRV014686,C006,CUST09670,2024-01-24,3,Better design,Durability,Design,No
SRV014687,C007,CUST04604,2025-11-04,3,More smart features,Performance,Price,No
SRV014688,C008,CUST02706,2023-07-17,5,Longer battery life,Durability,Software,No
SRV014689,C010,CUST06597,2023-04-18,1,Longer battery life,Durability,Customer support,No
SRV014690,C006,CUST08348,2024-08-06,8,Better performance,Quality,Design,Yes
SRV014691,C005,CUST00614,2023-08-10,2,Better performance,Durability,Design,No
SRV014692,C007,CUST01040,2025-12-05,3,Longer battery life,Performance,Price,No
SRV014693,C003,CUST05562,2025-03-12,5,Better performance,Price,Comfort,No
SRV014694,C005,CUST02844,2025-07-21,1,Improved durability,Price,Software,No
SRV014695,C010,CUST03669,2023-10-17,3,Better performance,Price,Price,No
SRV014696,C006,CUST01871,2023-05-17,3,Better performance,Customer reviews,Price,No
SRV014697,C004,CUST09685,2023-12-07,6,Lower price,Customer reviews,Battery life,No
SRV014698,C001,CUST07372,2025-12-29,9,Better design,Performance,Software,Yes
SRV014699,C007,CUST05535,2025-07-19,3,More smart features,Quality,Design,No
SRV014700,C002,CUST08536,2023-09-05,3,Longer battery life,Durability,Price,No
SRV014701,C008,CUST01698,2024-10-18,1,Longer battery life,Customer reviews,Battery life,No
SRV014702,C004,CUST02181,2024-09-10,4,Longer battery life,Performance,Software,No
SRV014703,C001,CUST02612,2023-06-22,7,Better design,Design,Software,Yes
SRV014704,C004,CUST08721,2024-10-14,2,Better design,Durability,Performance,No
SRV014705,C001,CUST01363,2023-11-13,5,Longer battery life,Features,Durability,No
SRV014706,C010,CUST04514,2023-02-23,2,Improved comfort,Customer reviews,Design,No
SRV014707,C003,CUST08618,2023-01-12,10,Better performance,Customer reviews,Durability,Yes
SRV014708,C005,CUST00543,2023-12-03,5,Longer battery life,Brand reputation,Durability,No
SRV014709,C003,CUST04618,2024-10-23,7,Improved durability,Performance,Price,Yes
SRV014710,C010,CUST05379,2023-07-13,1,Longer battery life,Durability,Design,No
SRV014711,C008,CUST09148,2023-05-18,7,Better software,Customer reviews,Battery life,Yes
SRV014712,C005,CUST07238,2024-02-02,3,Better design,Customer reviews,Design,No
SRV014713,C001,CUST05754,2024-12-26,1,Better design,Design,Battery life,No
SRV014714,C001,CUST01800,2023-04-07,2,Improved durability,Price,Software,No
SRV014715,C001,CUST02413,2025-04-01,5,Longer battery life,Price,Comfort,No
SRV014716,C001,CUST07214,2023-07-10,7,Longer battery life,Durability,Battery life,Yes
SRV014717,C009,CUST01412,2023-10-17,7,Better performance,Brand reputation,Software,Yes
SRV014718,C004,CUST06211,2024-02-03,4,Improved durability,Design,Price,No
SRV014719,C010,CUST00959,2025-11-02,9,Better software,Brand reputation,Customer support,Yes
SRV014720,C009,CUST06315,2024-04-08,5,Improved durability,Price,Customer support,No
SRV014721,C009,CUST09166,2024-07-30,7,Improved comfort,Performance,Customer support,Yes
SRV014722,C004,CUST04958,2025-11-25,10,Better software,Durability,Design,Yes
SRV014723,C002,CUST03056,2023-05-02,6,More smart features,Price,Durability,No
SRV014724,C010,CUST08854,2023-10-14,9,Improved comfort,Features,Durability,Yes
SRV014725,C003,CUST01728,2025-12-06,4,More smart features,Brand reputation,Comfort,No
SRV014726,C003,CUST04881,2024-03-08,10,Better performance,Durability,Design,Yes
SRV014727,C002,CUST03600,2025-09-10,8,Longer battery life,Brand reputation,Customer support,Yes
SRV014728,C005,CUST01641,2023-12-22,9,Improved comfort,Features,Performance,Yes
SRV014729,C007,CUST07229,2024-01-27,2,Improved durability,Quality,Design,No
SRV014730,C003,CUST06456,2023-05-08,7,More smart features,Performance,Comfort,Yes
SRV014731,C010,CUST07071,2024-12-23,2,Improved durability,Design,Durability,No
SRV014732,C004,CUST07672,2024-08-27,7,Lower price,Durability,Customer support,Yes
SRV014733,C003,CUST04254,2024-08-06,8,Better performance,Design,Comfort,Yes
SRV014734,C006,CUST02043,2025-02-01,2,Better software,Quality,Customer support,No
SRV014735,C010,CUST06436,2024-06-29,1,More smart features,Features,Software,No
SRV014736,C008,CUST08398,2025-07-11,3,Better design,Quality,Comfort,No
SRV014737,C010,CUST07581,2024-02-17,7,Better performance,Design,Comfort,Yes
SRV014738,C002,CUST09864,2024-10-12,7,Lower price,Durability,Customer support,Yes
SRV014739,C006,CUST07815,2023-07-11,6,Better design,Performance,Customer support,No
SRV014740,C006,CUST01784,2023-01-30,4,Better design,Design,Performance,No
SRV014741,C009,CUST05173,2023-01-24,5,Better software,Brand reputation,Battery life,No
SRV014742,C002,CUST05202,2025-09-13,1,More smart features,Price,Performance,No
SRV014743,C002,CUST08358,2024-07-23,3,Improved durability,Performance,Price,No
SRV014744,C005,CUST05200,2023-12-15,7,Better design,Performance,Software,Yes
SRV014745,C008,CUST09082,2024-11-11,8,Longer battery life,Quality,Comfort,Yes
SRV014746,C009,CUST02332,2024-05-23,3,Lower price,Features,Software,No
SRV014747,C005,CUST01947,2024-11-06,8,Better performance,Performance,Durability,Yes
SRV014748,C004,CUST08171,2025-04-22,10,Better performance,Design,Design,Yes
SRV014749,C010,CUST09193,2023-04-28,5,Better software,Quality,Durability,No
SRV014750,C006,CUST06225,2025-09-06,2,Better design,Brand reputation,Customer support,No
SRV014751,C009,CUST09115,2023-08-20,5,Improved durability,Quality,Performance,No
SRV014752,C006,CUST05580,2024-10-17,7,Better design,Price,Durability,Yes
SRV014753,C001,CUST05421,2023-04-13,7,Better software,Quality,Comfort,Yes
SRV014754,C004,CUST07991,2024-01-06,2,Improved comfort,Customer reviews,Software,No
SRV014755,C001,CUST08180,2025-02-15,9,Better design,Performance,Performance,Yes
SRV014756,C001,CUST08428,2025-02-16,2,Improved comfort,Features,Software,No
SRV014757,C009,CUST09166,2025-05-25,2,Better performance,Brand reputation,Durability,No
SRV014758,C009,CUST05443,2024-02-26,10,Better design,Price,Battery life,Yes
SRV014759,C003,CUST06066,2024-12-12,9,Improved comfort,Brand reputation,Comfort,Yes
SRV014760,C004,CUST05607,2023-01-09,1,Lower price,Durability,Comfort,No
SRV014761,C004,CUST04387,2025-12-23,2,Better software,Performance,Price,No
SRV014762,C009,CUST00626,2025-05-14,2,Better software,Quality,Software,No
SRV014763,C006,CUST00763,2023-03-28,9,Improved comfort,Quality,Design,Yes
SRV014764,C004,CUST01081,2023-02-25,4,Longer battery life,Brand reputation,Customer support,No
SRV014765,C005,CUST09902,2025-05-29,4,Better software,Performance,Durability,No
SRV014766,C009,CUST00066,2025-02-04,7,Better software,Performance,Software,Yes
SRV014767,C007,CUST01742,2023-03-06,10,More smart features,Brand reputation,Design,Yes
SRV014768,C010,CUST02219,2024-10-12,1,Lower price,Design,Durability,No
SRV014769,C005,CUST00261,2025-02-19,8,Longer battery life,Quality,Durability,Yes
SRV014770,C010,CUST03772,2023-10-23,10,More smart features,Design,Performance,Yes
SRV014771,C002,CUST03751,2025-01-02,9,Lower price,Quality,Software,Yes
SRV014772,C010,CUST06829,2023-08-20,7,Better software,Price,Price,Yes
SRV014773,C004,CUST06578,2024-12-27,8,Better design,Design,Price,Yes
SRV014774,C006,CUST01571,2024-03-17,1,Better design,Brand reputation,Software,No
SRV014775,C010,CUST08445,2023-05-02,1,Better performance,Performance,Software,No
SRV014776,C009,CUST05256,2023-12-01,2,Lower price,Features,Design,No
SRV014777,C008,CUST01738,2023-01-09,8,Lower price,Customer reviews,Software,Yes
SRV014778,C006,CUST08447,2024-12-20,4,Lower price,Price,Performance,No
SRV014779,C010,CUST04998,2025-08-10,5,Longer battery life,Brand reputation,Price,No
SRV014780,C010,CUST07514,2025-10-06,4,More smart features,Customer reviews,Design,No
SRV014781,C002,CUST09785,2023-05-02,5,Better software,Durability,Customer support,No
SRV014782,C010,CUST00730,2025-05-02,5,Better design,Brand reputation,Price,No
SRV014783,C005,CUST04097,2025-02-10,5,Improved durability,Design,Design,No
SRV014784,C003,CUST09046,2023-02-27,2,Improved durability,Brand reputation,Comfort,No
SRV014785,C004,CUST00029,2025-10-21,6,Improved durability,Price,Durability,No
SRV014786,C001,CUST08485,2025-04-18,6,More smart features,Brand reputation,Software,No
SRV014787,C005,CUST01976,2025-01-08,4,Longer battery life,Features,Software,No
SRV014788,C005,CUST06414,2025-05-25,8,Better design,Price,Software,Yes
SRV014789,C008,CUST01291,2023-04-19,1,Longer battery life,Performance,Comfort,No
SRV014790,C002,CUST06619,2024-12-13,7,Improved durability,Features,Customer support,Yes
SRV014791,C008,CUST09283,2024-01-09,7,Improved durability,Durability,Performance,Yes
SRV014792,C008,CUST05463,2023-10-08,9,Lower price,Design,Performance,Yes
SRV014793,C003,CUST04175,2023-09-18,6,Better design,Features,Durability,No
SRV014794,C006,CUST03292,2023-12-14,9,Better software,Price,Customer support,Yes
SRV014795,C002,CUST01824,2024-10-09,8,Improved durability,Features,Price,Yes
SRV014796,C002,CUST04213,2024-07-07,5,Better software,Features,Software,No
SRV014797,C003,CUST04847,2025-10-24,6,Better design,Performance,Customer support,No
SRV014798,C002,CUST07379,2025-05-22,3,Longer battery life,Durability,Durability,No
SRV014799,C001,CUST09977,2023-11-12,8,Better design,Performance,Durability,Yes
SRV014800,C003,CUST07255,2024-12-30,3,Longer battery life,Price,Performance,No
SRV014801,C002,CUST01091,2025-10-18,7,Better software,Durability,Durability,Yes
