complaint_id,company_id,product_id,customer_id,complaint_category,complaint_text,priority,status,complaint_date
CMP000762,C002,P0059,CUST04402,software,The software is difficult to use.,Medium,Open,2024-05-04
CMP029073,C002,P0060,CUST05087,battery,Battery performance has become poor.,Medium,Resolved,2024-05-04
CMP005633,C002,P0088,CUST04402,battery,The battery drains very quickly.,Medium,Open,2024-05-04
CMP024469,C004,P0166,CUST00359,performance,The product does not work reliably.,Medium,Resolved,2024-05-04
CMP031443,C006,P0278,CUST07816,quality,The product quality is disappointing.,Medium,Closed,2024-05-04
CMP024158,C009,P0420,CUST09814,battery,Battery life is much lower than expected.,Medium,Resolved,2024-05-04
CMP041918,C001,P0030,CUST09500,comfort,The product is uncomfortable during long use.,Medium,Resolved,2024-05-04
CMP032841,C002,P0098,CUST06512,comfort,The product needs a more comfortable design.,Medium,In Progress,2024-05-04
CMP049623,C009,P0405,CUST09378,delivery,The product was delivered later than expected.,Low,Closed,2024-05-04
CMP040313,C004,P0168,CUST01398,comfort,The product is uncomfortable during long use.,High,Resolved,2024-05-04
CMP045926,C007,P0331,CUST00477,software,The product software needs improvement.,High,Resolved,2024-05-04
CMP025702,C005,P0230,CUST06509,quality,The product does not feel durable.,Medium,In Progress,2024-05-04
CMP039958,C001,P0006,CUST05617,quality,The product quality is disappointing.,Medium,In Progress,2024-05-04
CMP029491,C001,P0033,CUST04779,price,The price does not seem justified.,Medium,Resolved,2024-05-04
CMP023106,C008,P0381,CUST05360,quality,The product quality is disappointing.,High,Resolved,2024-05-04
CMP007849,C009,P0434,CUST09491,quality,The product stopped working properly after a short time.,High,In Progress,2024-05-04
CMP033919,C001,P0014,CUST01989,delivery,The delivery process was disappointing.,Critical,Resolved,2024-05-04
CMP016911,C007,P0322,CUST01098,comfort,The product is uncomfortable during long use.,Medium,Resolved,2024-05-04
CMP008641,C003,P0102,CUST06205,price,The product is too expensive for its quality.,Medium,Closed,2024-05-04
CMP019655,C003,P0132,CUST06724,battery,The battery drains very quickly.,Medium,Closed,2024-05-04
CMP031964,C003,P0143,CUST05133,quality,The product quality is disappointing.,High,Resolved,2024-05-04
CMP024478,C009,P0419,CUST03670,price,The price does not seem justified.,High,Resolved,2024-05-04
CMP016256,C007,P0310,CUST08681,quality,The product does not feel durable.,High,Resolved,2024-05-04
CMP017833,C004,P0190,CUST01594,comfort,The product needs a more comfortable design.,Low,Resolved,2024-05-04
CMP018136,C003,P0125,CUST06994,quality,The product does not feel durable.,Medium,Resolved,2024-05-04
CMP001253,C007,P0350,CUST07370,battery,The battery drains very quickly.,Medium,Closed,2024-05-04
CMP042905,C005,P0202,CUST09274,quality,The product does not feel durable.,Low,Open,2024-05-04
CMP047910,C003,P0121,CUST07464,performance,The performance has become inconsistent.,Medium,Resolved,2024-05-04
CMP008623,C009,P0420,CUST00684,software,The application frequently crashes.,Low,Closed,2024-05-04
CMP031240,C001,P0044,CUST02104,performance,The product is slow and sometimes stops responding.,Critical,In Progress,2024-05-04
CMP032900,C008,P0370,CUST07615,performance,The product is slow and sometimes stops responding.,Medium,Closed,2024-05-04
CMP040700,C001,P0049,CUST04849,price,The price does not seem justified.,Medium,Resolved,2024-05-04
CMP031582,C001,P0020,CUST09397,quality,The build quality could be much better.,High,In Progress,2024-05-04
CMP036369,C009,P0434,CUST04029,battery,I have to charge the product too frequently.,High,In Progress,2024-05-04
CMP008399,C010,P0455,CUST08909,software,The software is difficult to use.,High,In Progress,2024-05-04
CMP041665,C004,P0168,CUST08403,performance,The performance has become inconsistent.,Medium,Closed,2024-05-04
CMP028098,C001,P0035,CUST00768,performance,The product performance is not as expected.,Medium,Resolved,2024-05-04
CMP023359,C001,P0030,CUST07642,battery,I have to charge the product too frequently.,Low,Resolved,2024-05-04
CMP021256,C008,P0369,CUST07466,battery,The battery drains very quickly.,Medium,Closed,2024-05-04
CMP008268,C007,P0312,CUST09793,price,The price does not seem justified.,High,In Progress,2024-05-04
CMP048075,C010,P0489,CUST02514,quality,The product stopped working properly after a short time.,Critical,Resolved,2024-05-04
CMP024423,C001,P0037,CUST05567,quality,The product stopped working properly after a short time.,High,Closed,2024-05-04
CMP029259,C008,P0360,CUST00662,performance,The product performance is not as expected.,High,Resolved,2024-05-04
CMP039355,C007,P0326,CUST08452,battery,Battery performance has become poor.,Medium,Closed,2024-05-04
CMP009740,C002,P0094,CUST01617,battery,Battery performance has become poor.,High,In Progress,2024-05-04
CMP021232,C001,P0020,CUST01286,battery,The battery drains very quickly.,Medium,Resolved,2024-05-04
CMP005338,C009,P0404,CUST04229,delivery,The delivery process was disappointing.,Low,Resolved,2024-05-04
CMP020472,C001,P0038,CUST08986,delivery,My order arrived late.,Medium,Resolved,2024-05-04
CMP028369,C001,P0010,CUST07179,delivery,The product was delivered later than expected.,Medium,Resolved,2024-05-04
CMP046036,C010,P0497,CUST07663,quality,The build quality could be much better.,Medium,Closed,2024-05-04
CMP025048,C001,P0032,CUST04183,battery,I have to charge the product too frequently.,High,Closed,2024-05-04
CMP015783,C005,P0214,CUST01944,quality,The build quality could be much better.,Medium,Closed,2024-05-04
CMP007905,C007,P0317,CUST00787,quality,The product stopped working properly after a short time.,Medium,Closed,2024-05-04
CMP025014,C003,P0106,CUST06997,software,The application frequently crashes.,Critical,Resolved,2024-05-05
CMP033101,C003,P0108,CUST05243,quality,The product quality is disappointing.,High,In Progress,2024-05-05
CMP035259,C008,P0351,CUST06015,price,I expected better quality at this price.,Medium,In Progress,2024-05-05
CMP027044,C009,P0440,CUST04022,quality,The build quality could be much better.,Medium,Open,2024-05-05
CMP011316,C007,P0310,CUST09995,software,The software is difficult to use.,Medium,Open,2024-05-05
CMP039783,C007,P0344,CUST03136,comfort,The design causes discomfort after extended use.,Medium,Resolved,2024-05-05
CMP043091,C010,P0461,CUST08562,battery,I have to charge the product too frequently.,Medium,Resolved,2024-05-05
CMP018574,C001,P0022,CUST09457,performance,The product performance is not as expected.,High,In Progress,2024-05-05
CMP013588,C010,P0458,CUST00732,price,I expected better quality at this price.,High,Closed,2024-05-05
CMP017575,C005,P0202,CUST03479,price,The price does not seem justified.,Medium,Closed,2024-05-05
CMP021758,C006,P0300,CUST03401,battery,The battery drains very quickly.,High,Closed,2024-05-05
CMP003982,C004,P0179,CUST06817,quality,The product stopped working properly after a short time.,Critical,Resolved,2024-05-05
CMP016513,C003,P0150,CUST04540,delivery,The delivery process was disappointing.,Medium,Closed,2024-05-05
CMP023966,C008,P0386,CUST06363,price,I expected better quality at this price.,Medium,Closed,2024-05-05
CMP039504,C008,P0379,CUST03412,performance,The performance has become inconsistent.,Medium,Closed,2024-05-05
CMP049632,C005,P0232,CUST00634,delivery,My order arrived late.,Medium,Open,2024-05-05
CMP037839,C002,P0067,CUST06687,price,The price does not seem justified.,Low,Closed,2024-05-05
CMP032833,C006,P0253,CUST05997,software,The software has several problems.,Low,Resolved,2024-05-05
CMP049651,C001,P0008,CUST07830,delivery,My order arrived late.,Low,Closed,2024-05-05
CMP038262,C003,P0111,CUST06682,quality,The product does not feel durable.,High,Resolved,2024-05-05
CMP014464,C009,P0423,CUST06850,quality,The product does not feel durable.,High,Closed,2024-05-05
CMP048787,C006,P0273,CUST04407,battery,Battery life is much lower than expected.,Critical,Resolved,2024-05-05
CMP042881,C004,P0158,CUST02535,performance,The product is slow and sometimes stops responding.,High,Open,2024-05-05
CMP007398,C010,P0463,CUST08863,performance,The product performance is not as expected.,Medium,Resolved,2024-05-05
CMP025106,C004,P0169,CUST01747,performance,The product performance is not as expected.,High,In Progress,2024-05-05
CMP010014,C004,P0170,CUST03825,comfort,The product needs a more comfortable design.,Low,Resolved,2024-05-05
CMP017160,C004,P0188,CUST09085,battery,The battery drains very quickly.,Medium,Open,2024-05-05
CMP012213,C001,P0020,CUST00786,quality,The build quality could be much better.,High,Closed,2024-05-05
CMP006465,C002,P0085,CUST07451,battery,Battery life is much lower than expected.,High,Open,2024-05-05
CMP004427,C002,P0059,CUST08619,quality,The build quality could be much better.,High,Resolved,2024-05-05
CMP040474,C009,P0413,CUST08861,performance,The product performance is not as expected.,High,Resolved,2024-05-05
CMP036444,C006,P0266,CUST04419,performance,The product performance is not as expected.,Medium,Closed,2024-05-05
CMP033162,C004,P0190,CUST04138,performance,The product does not work reliably.,Low,Closed,2024-05-05
CMP017304,C003,P0129,CUST09696,battery,Battery performance has become poor.,Low,Open,2024-05-05
CMP036343,C003,P0105,CUST00497,comfort,The product is uncomfortable during long use.,Medium,In Progress,2024-05-05
CMP046060,C004,P0163,CUST01353,battery,I have to charge the product too frequently.,Medium,Resolved,2024-05-05
CMP016883,C002,P0082,CUST00143,quality,The product quality is disappointing.,High,Closed,2024-05-05
CMP049733,C002,P0058,CUST01461,quality,The product stopped working properly after a short time.,Medium,Resolved,2024-05-05
CMP033737,C004,P0199,CUST06393,performance,The product does not work reliably.,Low,Resolved,2024-05-05
CMP043362,C007,P0342,CUST05812,comfort,The product needs a more comfortable design.,High,Closed,2024-05-05
CMP021288,C007,P0323,CUST04155,battery,Battery performance has become poor.,High,In Progress,2024-05-05
CMP025298,C003,P0141,CUST04093,performance,The product is slow and sometimes stops responding.,High,Resolved,2024-05-05
CMP005883,C002,P0092,CUST02047,software,The software has several problems.,Medium,Resolved,2024-05-05
CMP049723,C006,P0291,CUST05580,performance,The product performance is not as expected.,Medium,Closed,2024-05-05
CMP000023,C001,P0050,CUST02542,delivery,My order arrived late.,Low,Closed,2024-05-05
CMP011945,C006,P0268,CUST00690,delivery,The product was delivered later than expected.,Low,In Progress,2024-05-06
CMP004243,C002,P0067,CUST08788,quality,The product quality is disappointing.,Medium,Resolved,2024-05-06
CMP017106,C009,P0406,CUST04569,performance,The product performance is not as expected.,High,Resolved,2024-05-06
CMP037842,C001,P0003,CUST04758,comfort,The design causes discomfort after extended use.,High,Closed,2024-05-06
CMP020577,C006,P0285,CUST09694,comfort,The design causes discomfort after extended use.,High,In Progress,2024-05-06
CMP007105,C005,P0232,CUST07122,battery,Battery life is much lower than expected.,High,Resolved,2024-05-06
CMP037634,C004,P0200,CUST05035,software,The product software needs improvement.,Medium,Closed,2024-05-06
CMP043299,C002,P0077,CUST01100,price,I expected better quality at this price.,High,Resolved,2024-05-06
CMP006669,C008,P0391,CUST07277,quality,The product does not feel durable.,Critical,Closed,2024-05-06
CMP034469,C006,P0262,CUST08461,delivery,My order arrived late.,High,Resolved,2024-05-06
CMP032907,C008,P0400,CUST03483,delivery,The delivery process was disappointing.,High,Open,2024-05-06
CMP047520,C005,P0247,CUST09655,quality,The product does not feel durable.,Medium,In Progress,2024-05-06
CMP045718,C006,P0280,CUST09519,software,The application frequently crashes.,High,In Progress,2024-05-06
CMP043379,C009,P0443,CUST00420,software,The application frequently crashes.,Medium,Resolved,2024-05-06
CMP047870,C008,P0361,CUST05036,performance,The product is slow and sometimes stops responding.,High,Resolved,2024-05-06
CMP010604,C002,P0065,CUST06224,performance,The product does not work reliably.,High,Resolved,2024-05-06
CMP007599,C004,P0167,CUST04266,delivery,The product was delivered later than expected.,Medium,Closed,2024-05-06
CMP021012,C001,P0020,CUST03012,battery,Battery life is much lower than expected.,Medium,Resolved,2024-05-06
CMP012206,C009,P0438,CUST01472,software,The software is difficult to use.,Medium,Resolved,2024-05-06
CMP014447,C006,P0283,CUST05636,battery,Battery performance has become poor.,High,Resolved,2024-05-06
CMP047075,C001,P0046,CUST01323,comfort,The design causes discomfort after extended use.,Medium,In Progress,2024-05-06
CMP009278,C007,P0322,CUST04381,performance,The performance has become inconsistent.,Medium,In Progress,2024-05-06
CMP024406,C005,P0226,CUST04296,delivery,The delivery process was disappointing.,Medium,Closed,2024-05-06
CMP044850,C008,P0375,CUST04289,battery,The battery drains very quickly.,Medium,Closed,2024-05-06
CMP026491,C003,P0141,CUST07616,price,The product is too expensive for its quality.,Medium,Resolved,2024-05-06
CMP026546,C005,P0244,CUST04032,quality,The product does not feel durable.,Medium,Resolved,2024-05-06
CMP006817,C003,P0114,CUST01726,quality,The product quality is disappointing.,Medium,Resolved,2024-05-06
CMP022372,C001,P0018,CUST07189,battery,I have to charge the product too frequently.,Low,Resolved,2024-05-06
CMP024381,C010,P0475,CUST06873,comfort,The product is uncomfortable during long use.,Low,Resolved,2024-05-06
CMP007222,C005,P0212,CUST04226,performance,The product is slow and sometimes stops responding.,Medium,Closed,2024-05-06
CMP007480,C008,P0393,CUST07976,performance,The product does not work reliably.,Medium,Resolved,2024-05-06
CMP010448,C005,P0202,CUST02267,price,I expected better quality at this price.,High,Closed,2024-05-06
CMP048026,C006,P0282,CUST06273,comfort,The product needs a more comfortable design.,Medium,Closed,2024-05-06
CMP018231,C009,P0437,CUST07704,quality,The build quality could be much better.,Low,Resolved,2024-05-06
CMP006111,C009,P0413,CUST04135,quality,The product quality is disappointing.,Critical,Resolved,2024-05-06
CMP047630,C008,P0355,CUST02719,battery,Battery life is much lower than expected.,Low,Closed,2024-05-06
CMP024339,C009,P0405,CUST01952,comfort,The product is uncomfortable during long use.,Low,In Progress,2024-05-07
CMP034367,C002,P0079,CUST07543,battery,Battery life is much lower than expected.,High,Closed,2024-05-07
CMP013311,C006,P0264,CUST04528,battery,Battery performance has become poor.,High,Resolved,2024-05-07
CMP024609,C003,P0139,CUST09273,price,I expected better quality at this price.,Medium,Closed,2024-05-07
CMP042542,C003,P0109,CUST09624,battery,The battery drains very quickly.,High,Open,2024-05-07
CMP033996,C002,P0080,CUST05090,battery,Battery performance has become poor.,Medium,Closed,2024-05-07
CMP023348,C010,P0467,CUST03029,performance,The product does not work reliably.,Medium,Resolved,2024-05-07
CMP011703,C007,P0339,CUST05919,performance,The product is slow and sometimes stops responding.,Medium,Closed,2024-05-07
CMP044552,C003,P0125,CUST07311,price,The price does not seem justified.,Medium,Resolved,2024-05-07
CMP027737,C009,P0437,CUST07479,software,The software is difficult to use.,Low,Resolved,2024-05-07
CMP044098,C004,P0157,CUST01691,battery,I have to charge the product too frequently.,Medium,Closed,2024-05-07
CMP000335,C006,P0258,CUST01183,delivery,The product was delivered later than expected.,Medium,In Progress,2024-05-07
CMP026012,C008,P0361,CUST04222,software,The application frequently crashes.,High,Closed,2024-05-07
CMP031244,C002,P0063,CUST08538,battery,I have to charge the product too frequently.,Low,Resolved,2024-05-07
CMP042327,C010,P0468,CUST00698,battery,The battery drains very quickly.,Low,Resolved,2024-05-07
CMP039628,C004,P0197,CUST06286,battery,I have to charge the product too frequently.,Medium,Resolved,2024-05-07
CMP034430,C001,P0050,CUST08428,delivery,The delivery process was disappointing.,Medium,In Progress,2024-05-07
CMP029648,C008,P0367,CUST07812,quality,The product quality is disappointing.,Medium,In Progress,2024-05-07
CMP003898,C001,P0030,CUST07420,quality,The product does not feel durable.,High,Closed,2024-05-07
CMP006514,C009,P0443,CUST04538,performance,The performance has become inconsistent.,Low,Closed,2024-05-07
CMP005723,C002,P0077,CUST05424,battery,The battery drains very quickly.,Medium,Resolved,2024-05-07
CMP021799,C008,P0375,CUST01014,comfort,The product needs a more comfortable design.,Medium,In Progress,2024-05-07
CMP027036,C010,P0479,CUST02055,quality,The product stopped working properly after a short time.,High,Resolved,2024-05-07
CMP027918,C006,P0296,CUST00110,performance,The product performance is not as expected.,Medium,In Progress,2024-05-07
CMP025456,C007,P0325,CUST07605,performance,The product performance is not as expected.,Critical,Resolved,2024-05-07
CMP043156,C002,P0063,CUST05120,battery,Battery performance has become poor.,Medium,Resolved,2024-05-07
CMP046414,C007,P0307,CUST01141,quality,The build quality could be much better.,High,Resolved,2024-05-07
CMP027544,C010,P0475,CUST06829,quality,The build quality could be much better.,Low,In Progress,2024-05-07
CMP015571,C001,P0049,CUST05655,battery,Battery performance has become poor.,Medium,Closed,2024-05-07
CMP033313,C007,P0329,CUST07048,quality,The product stopped working properly after a short time.,Medium,Closed,2024-05-07
CMP016893,C004,P0189,CUST07258,software,The software has several problems.,Low,Closed,2024-05-07
CMP002093,C003,P0123,CUST09988,delivery,The product was delivered later than expected.,High,Closed,2024-05-07
CMP008452,C002,P0085,CUST03159,performance,The product performance is not as expected.,Medium,Resolved,2024-05-07
CMP021781,C002,P0095,CUST04505,performance,The product performance is not as expected.,Critical,Resolved,2024-05-07
CMP038958,C007,P0304,CUST09475,delivery,My order arrived late.,Medium,In Progress,2024-05-07
CMP025145,C004,P0198,CUST05401,price,The price does not seem justified.,High,Resolved,2024-05-07
CMP007814,C010,P0454,CUST06150,comfort,The product needs a more comfortable design.,High,Resolved,2024-05-07
CMP039519,C004,P0190,CUST05118,battery,I have to charge the product too frequently.,High,Resolved,2024-05-07
CMP037914,C007,P0320,CUST00485,delivery,The delivery process was disappointing.,High,Closed,2024-05-07
CMP032213,C002,P0070,CUST02024,quality,The build quality could be much better.,Low,Open,2024-05-07
CMP041740,C006,P0256,CUST08294,software,The product software needs improvement.,Medium,Closed,2024-05-07
CMP040203,C003,P0120,CUST05462,software,The software is difficult to use.,High,Closed,2024-05-07
CMP017751,C001,P0032,CUST08323,quality,The build quality could be much better.,High,Closed,2024-05-07
CMP009698,C010,P0457,CUST02558,performance,The product performance is not as expected.,Medium,Resolved,2024-05-07
CMP018539,C001,P0021,CUST06042,performance,The product is slow and sometimes stops responding.,Low,Resolved,2024-05-07
CMP021642,C003,P0132,CUST06724,quality,The product quality is disappointing.,Medium,In Progress,2024-05-07
CMP021905,C010,P0497,CUST09199,battery,Battery life is much lower than expected.,Critical,Closed,2024-05-07
CMP048773,C009,P0442,CUST07630,software,The product software needs improvement.,Low,In Progress,2024-05-07
CMP011412,C009,P0447,CUST00003,quality,The product stopped working properly after a short time.,High,In Progress,2024-05-08
CMP035979,C007,P0326,CUST07611,battery,I have to charge the product too frequently.,Medium,Closed,2024-05-08
CMP011664,C007,P0340,CUST08669,quality,The product does not feel durable.,High,In Progress,2024-05-08
CMP046996,C010,P0480,CUST05650,software,The software has several problems.,Medium,Resolved,2024-05-08
CMP009834,C003,P0143,CUST01230,battery,The battery drains very quickly.,Medium,Closed,2024-05-08
CMP049234,C003,P0122,CUST04164,software,The application frequently crashes.,Low,Closed,2024-05-08
CMP032156,C009,P0407,CUST06082,comfort,The product needs a more comfortable design.,Medium,Resolved,2024-05-08
CMP034961,C005,P0211,CUST04887,performance,The product performance is not as expected.,Medium,In Progress,2024-05-08
CMP042499,C005,P0216,CUST09438,battery,I have to charge the product too frequently.,High,Resolved,2024-05-08
CMP047272,C007,P0331,CUST02530,battery,The battery drains very quickly.,Medium,Resolved,2024-05-08
CMP012745,C004,P0171,CUST08410,battery,Battery life is much lower than expected.,Medium,Resolved,2024-05-08
CMP012871,C004,P0199,CUST07852,comfort,The design causes discomfort after extended use.,Low,Closed,2024-05-08
CMP023116,C009,P0409,CUST00537,price,The price does not seem justified.,High,Resolved,2024-05-08
CMP005461,C004,P0177,CUST09756,price,The product is too expensive for its quality.,Low,Resolved,2024-05-08
CMP008387,C007,P0330,CUST01764,battery,Battery life is much lower than expected.,Medium,Closed,2024-05-08
CMP003779,C003,P0109,CUST09566,battery,Battery performance has become poor.,Critical,Open,2024-05-08
CMP002513,C009,P0445,CUST08995,battery,The battery drains very quickly.,Medium,Resolved,2024-05-08
CMP040489,C004,P0159,CUST03120,battery,The battery drains very quickly.,Critical,Resolved,2024-05-08
CMP037760,C004,P0195,CUST02175,performance,The product is slow and sometimes stops responding.,Medium,Closed,2024-05-08
CMP026369,C002,P0093,CUST06957,battery,Battery performance has become poor.,Low,Closed,2024-05-08
CMP010873,C009,P0417,CUST03829,battery,The battery drains very quickly.,High,Closed,2024-05-08
CMP002954,C001,P0043,CUST07358,battery,Battery life is much lower than expected.,Low,Resolved,2024-05-08
CMP044717,C009,P0404,CUST04447,price,The price does not seem justified.,Medium,Resolved,2024-05-08
CMP041753,C001,P0012,CUST06078,battery,I have to charge the product too frequently.,High,Resolved,2024-05-08
CMP043312,C010,P0475,CUST00677,quality,The product does not feel durable.,Low,Resolved,2024-05-08
CMP008524,C002,P0099,CUST03821,comfort,The product needs a more comfortable design.,Medium,Resolved,2024-05-08
CMP043337,C005,P0206,CUST03796,battery,Battery performance has become poor.,High,In Progress,2024-05-08
CMP000342,C007,P0301,CUST05382,quality,The build quality could be much better.,High,Resolved,2024-05-08
CMP039154,C003,P0118,CUST03331,comfort,The design causes discomfort after extended use.,High,In Progress,2024-05-08
CMP008905,C006,P0280,CUST05710,price,The price does not seem justified.,Medium,Closed,2024-05-08
CMP025175,C008,P0356,CUST05686,quality,The product does not feel durable.,High,Resolved,2024-05-08
CMP022234,C009,P0406,CUST08893,quality,The product stopped working properly after a short time.,Critical,Closed,2024-05-08
CMP044810,C002,P0089,CUST05965,battery,I have to charge the product too frequently.,High,Resolved,2024-05-08
CMP002809,C003,P0123,CUST06278,comfort,The design causes discomfort after extended use.,Medium,In Progress,2024-05-08
CMP022185,C006,P0267,CUST09120,software,The product software needs improvement.,High,Resolved,2024-05-08
CMP022394,C001,P0030,CUST03576,performance,The product is slow and sometimes stops responding.,Low,Resolved,2024-05-08
CMP042192,C008,P0375,CUST09739,battery,Battery performance has become poor.,Medium,Closed,2024-05-08
CMP047123,C007,P0340,CUST08114,performance,The product is slow and sometimes stops responding.,Low,Resolved,2024-05-08
CMP021688,C007,P0334,CUST04040,delivery,The product was delivered later than expected.,High,Closed,2024-05-08
CMP032924,C009,P0409,CUST00114,comfort,The design causes discomfort after extended use.,High,Closed,2024-05-08
CMP015402,C001,P0015,CUST09095,price,The product is too expensive for its quality.,High,In Progress,2024-05-08
CMP031893,C010,P0485,CUST05379,delivery,My order arrived late.,High,Closed,2024-05-08
CMP019755,C005,P0230,CUST03099,battery,Battery life is much lower than expected.,Critical,Resolved,2024-05-08
CMP035874,C002,P0096,CUST05728,quality,The product stopped working properly after a short time.,High,Closed,2024-05-08
CMP047106,C007,P0308,CUST07229,battery,Battery performance has become poor.,High,Closed,2024-05-08
CMP020103,C003,P0112,CUST09399,quality,The product stopped working properly after a short time.,Low,Resolved,2024-05-08
CMP020375,C002,P0051,CUST06143,performance,The performance has become inconsistent.,Critical,Closed,2024-05-08
CMP001817,C010,P0472,CUST04719,quality,The product quality is disappointing.,Medium,Resolved,2024-05-08
CMP017458,C003,P0110,CUST03522,performance,The product is slow and sometimes stops responding.,High,Resolved,2024-05-08
CMP049533,C003,P0146,CUST07631,comfort,The design causes discomfort after extended use.,High,Closed,2024-05-08
CMP029322,C004,P0195,CUST09444,comfort,The product needs a more comfortable design.,High,Closed,2024-05-08
CMP039405,C003,P0127,CUST01139,battery,The battery drains very quickly.,Medium,Open,2024-05-09
CMP018156,C007,P0324,CUST07354,battery,I have to charge the product too frequently.,Medium,Resolved,2024-05-09
CMP039906,C006,P0260,CUST06472,battery,Battery life is much lower than expected.,Low,Closed,2024-05-09
CMP023450,C005,P0226,CUST06367,battery,Battery performance has become poor.,Low,Closed,2024-05-09
CMP015969,C009,P0417,CUST02143,delivery,The product was delivered later than expected.,Medium,Closed,2024-05-09
CMP010859,C008,P0398,CUST00181,quality,The product stopped working properly after a short time.,High,In Progress,2024-05-09
CMP024701,C009,P0447,CUST07671,price,The price does not seem justified.,Medium,Open,2024-05-09
CMP006440,C007,P0349,CUST05315,quality,The product stopped working properly after a short time.,Low,Closed,2024-05-09
CMP029855,C008,P0372,CUST02174,performance,The product does not work reliably.,Medium,Open,2024-05-09
CMP004835,C005,P0212,CUST09823,quality,The product stopped working properly after a short time.,Medium,In Progress,2024-05-09
CMP010903,C009,P0406,CUST00285,battery,The battery drains very quickly.,Medium,Resolved,2024-05-09
CMP047984,C006,P0264,CUST07739,quality,The product quality is disappointing.,Low,Closed,2024-05-09
CMP030051,C001,P0010,CUST02973,performance,The product performance is not as expected.,High,Closed,2024-05-09
CMP023547,C008,P0363,CUST08904,quality,The build quality could be much better.,Medium,Open,2024-05-09
CMP044203,C001,P0003,CUST05864,delivery,The product was delivered later than expected.,Low,Resolved,2024-05-09
CMP035785,C003,P0106,CUST04938,comfort,The product is uncomfortable during long use.,Low,Resolved,2024-05-09
CMP002027,C003,P0137,CUST01927,delivery,My order arrived late.,High,Resolved,2024-05-09
CMP037594,C008,P0370,CUST09686,performance,The product does not work reliably.,High,In Progress,2024-05-09
CMP025974,C004,P0187,CUST07754,battery,Battery life is much lower than expected.,Medium,Open,2024-05-09
CMP045869,C003,P0108,CUST04345,price,The price does not seem justified.,Medium,Closed,2024-05-09
CMP046589,C009,P0424,CUST09921,price,I expected better quality at this price.,Medium,Resolved,2024-05-09
CMP004077,C005,P0230,CUST01176,delivery,The product was delivered later than expected.,Medium,Open,2024-05-09
CMP013794,C006,P0298,CUST03738,delivery,The product was delivered later than expected.,High,Resolved,2024-05-09
CMP003395,C010,P0465,CUST07293,performance,The product performance is not as expected.,High,Resolved,2024-05-09
CMP031695,C006,P0294,CUST00239,software,The software has several problems.,High,Closed,2024-05-09
CMP002473,C009,P0426,CUST01621,software,The software has several problems.,Medium,Open,2024-05-09
CMP020340,C003,P0133,CUST06449,battery,Battery life is much lower than expected.,Medium,Resolved,2024-05-09
CMP037511,C002,P0092,CUST04396,battery,Battery performance has become poor.,High,Open,2024-05-09
CMP003409,C001,P0047,CUST05599,comfort,The design causes discomfort after extended use.,High,Open,2024-05-09
CMP042581,C003,P0130,CUST02960,battery,Battery performance has become poor.,High,Resolved,2024-05-09
CMP040086,C002,P0065,CUST07914,quality,The product stopped working properly after a short time.,High,Resolved,2024-05-09
CMP049118,C005,P0243,CUST04848,performance,The product does not work reliably.,Low,Resolved,2024-05-09
CMP033260,C002,P0057,CUST06687,battery,Battery life is much lower than expected.,Medium,Resolved,2024-05-09
CMP048294,C010,P0472,CUST00767,price,I expected better quality at this price.,High,Closed,2024-05-09
CMP009288,C001,P0030,CUST07579,battery,Battery performance has become poor.,Medium,Resolved,2024-05-09
CMP041073,C009,P0431,CUST01338,software,The application frequently crashes.,High,Resolved,2024-05-09
CMP048472,C007,P0328,CUST02580,software,The software is difficult to use.,Medium,Resolved,2024-05-09
CMP043685,C001,P0042,CUST09127,performance,The product is slow and sometimes stops responding.,Low,Resolved,2024-05-09
CMP020913,C007,P0349,CUST04972,battery,Battery performance has become poor.,Medium,Resolved,2024-05-09
CMP030583,C005,P0226,CUST08706,quality,The product quality is disappointing.,Medium,Resolved,2024-05-09
CMP027446,C001,P0005,CUST03191,price,I expected better quality at this price.,Medium,Resolved,2024-05-09
CMP036519,C003,P0126,CUST04618,software,The application frequently crashes.,Low,Open,2024-05-09
CMP008967,C010,P0496,CUST00698,battery,The battery drains very quickly.,Low,In Progress,2024-05-09
CMP027934,C002,P0080,CUST00005,battery,Battery life is much lower than expected.,Medium,Closed,2024-05-09
CMP004165,C001,P0018,CUST05834,quality,The product quality is disappointing.,Low,Resolved,2024-05-10
CMP016326,C008,P0355,CUST01291,performance,The product performance is not as expected.,Medium,Resolved,2024-05-10
CMP043654,C010,P0451,CUST03122,performance,The performance has become inconsistent.,Medium,In Progress,2024-05-10
CMP024447,C008,P0380,CUST08086,battery,I have to charge the product too frequently.,High,Resolved,2024-05-10
CMP004568,C010,P0464,CUST05509,comfort,The design causes discomfort after extended use.,Low,In Progress,2024-05-10
CMP049559,C002,P0057,CUST05802,comfort,The product is uncomfortable during long use.,Medium,Resolved,2024-05-10
CMP042890,C002,P0090,CUST03821,performance,The product is slow and sometimes stops responding.,Critical,Resolved,2024-05-10
CMP036125,C003,P0133,CUST07417,comfort,The design causes discomfort after extended use.,Medium,Resolved,2024-05-10
CMP045922,C007,P0344,CUST02161,quality,The product quality is disappointing.,Medium,In Progress,2024-05-10
CMP030762,C010,P0498,CUST08771,quality,The product does not feel durable.,Medium,Open,2024-05-10
CMP008475,C001,P0001,CUST08621,performance,The product performance is not as expected.,Medium,Closed,2024-05-10
