product_id,company_id,product_name,category,subcategory,description,launch_date,price,cost,rating,total_sales,return_rate,lifecycle_stage,status
P0316,C007,Wireless Earbuds 316,Audio,Wireless Earbuds,Wireless Earbuds designed for modern consumers with practical features and reliable performance.,2023-04-05,3317,2042.81,4.8,97580,0.102,Mature,Active
P0317,C007,Smart Light 317,Home Appliances,Smart Light,Smart Light designed for modern consumers with practical features and reliable performance.,2025-10-10,21967,11672.77,3.3,49364,0.027,Introduction,Active
P0318,C007,Bluetooth Speaker 318,Audio,Bluetooth Speaker,Bluetooth Speaker designed for modern consumers with practical features and reliable performance.,2023-09-29,4009,2951.52,3.3,61460,0.131,Mature,Active
P0319,C007,Smart Ring 319,Wearables,Smart Ring,Smart Ring designed for modern consumers with practical features and reliable performance.,2023-05-12,1522,853.35,3.7,40334,0.114,Decline,Active
P0320,C007,Smart Ring 320,Wearables,Smart Ring,Smart Ring designed for modern consumers with practical features and reliable performance.,2024-04-19,13807,9247.09,4.1,32629,0.031,Introduction,Active
P0321,C007,Smart Ring 321,Wearables,Smart Ring,Smart Ring designed for modern consumers with practical features and reliable performance.,2025-09-08,42677,29953.8,4.7,44411,0.01,Decline,Active
P0322,C007,Smart Watch 322,Watches,Smart Watch,Smart Watch designed for modern consumers with practical features and reliable performance.,2022-10-19,35721,26609.81,3.9,8350,0.146,Mature,Active
P0323,C007,Smart Watch 323,Watches,Smart Watch,Smart Watch designed for modern consumers with practical features and reliable performance.,2022-06-23,35062,20122.68,4.7,60591,0.146,Introduction,Active
P0324,C007,Air Purifier 324,Home Appliances,Air Purifier,Air Purifier designed for modern consumers with practical features and reliable performance.,2023-06-19,39790,24683.58,3.9,17632,0.043,Mature,Discontinued
P0325,C007,Tablet 325,Mobile,Tablet,Tablet designed for modern consumers with practical features and reliable performance.,2025-04-12,30671,16304.3,3.3,27069,0.029,Introduction,Active
P0326,C007,Smart Watch 326,Watches,Smart Watch,Smart Watch designed for modern consumers with practical features and reliable performance.,2023-03-02,30462,17966.99,3.9,70744,0.06,Decline,Active
P0327,C007,Smart Fan 327,Home Appliances,Smart Fan,Smart Fan designed for modern consumers with practical features and reliable performance.,2025-11-28,8858,4226.38,4.6,40374,0.126,Introduction,Active
P0328,C007,Smartphone 328,Mobile,Smartphone,Smartphone designed for modern consumers with practical features and reliable performance.,2025-10-18,6977,4628.17,4.8,52436,0.082,Mature,Active
P0329,C007,Wireless Earbuds 329,Audio,Wireless Earbuds,Wireless Earbuds designed for modern consumers with practical features and reliable performance.,2024-08-04,27502,19426.87,4.1,72605,0.045,Introduction,Active
P0330,C007,Smart Watch 330,Watches,Smart Watch,Smart Watch designed for modern consumers with practical features and reliable performance.,2024-03-31,5041,3524.22,4.9,17633,0.038,Mature,Active
P0331,C007,Smart Ring 331,Wearables,Smart Ring,Smart Ring designed for modern consumers with practical features and reliable performance.,2022-09-21,5914,2699.98,3.3,85170,0.072,Introduction,Active
P0332,C007,Smart Watch 332,Watches,Smart Watch,Smart Watch designed for modern consumers with practical features and reliable performance.,2024-03-19,31211,14519.09,4.8,57274,0.125,Decline,Active
P0333,C007,Smart Light 333,Home Appliances,Smart Light,Smart Light designed for modern consumers with practical features and reliable performance.,2024-07-02,28961,14533.85,3.6,25030,0.048,Growth,Active
P0334,C007,Fitness Band 334,Wearables,Fitness Band,Fitness Band designed for modern consumers with practical features and reliable performance.,2022-06-29,43420,23383.04,3.9,72679,0.077,Mature,Discontinued
P0335,C007,Headphones 335,Audio,Headphones,Headphones designed for modern consumers with practical features and reliable performance.,2025-01-18,14071,9044.78,4.6,33156,0.098,Introduction,Discontinued
P0336,C007,Tablet 336,Mobile,Tablet,Tablet designed for modern consumers with practical features and reliable performance.,2024-03-06,36685,25108.33,3.8,74641,0.08,Mature,Active
P0337,C007,Analog Watch 337,Watches,Analog Watch,Analog Watch designed for modern consumers with practical features and reliable performance.,2024-08-24,40132,20696.32,4.7,37322,0.018,Mature,Active
P0338,C007,Wireless Earbuds 338,Audio,Wireless Earbuds,Wireless Earbuds designed for modern consumers with practical features and reliable performance.,2023-03-26,17243,11157.24,3.7,97107,0.018,Decline,Active
P0339,C007,Wireless Earbuds 339,Audio,Wireless Earbuds,Wireless Earbuds designed for modern consumers with practical features and reliable performance.,2025-04-26,16502,10359.23,4.6,91939,0.06,Introduction,Active
P0340,C007,Fitness Band 340,Wearables,Fitness Band,Fitness Band designed for modern consumers with practical features and reliable performance.,2022-12-26,37903,27840.15,4.6,65017,0.086,Decline,Active
P0341,C007,Smart Watch 341,Watches,Smart Watch,Smart Watch designed for modern consumers with practical features and reliable performance.,2025-06-11,16245,10242.45,3.2,63150,0.01,Growth,Active
P0342,C007,Smartphone 342,Mobile,Smartphone,Smartphone designed for modern consumers with practical features and reliable performance.,2022-08-16,22206,10389.45,3.5,92865,0.138,Mature,Active
P0343,C007,Tablet 343,Mobile,Tablet,Tablet designed for modern consumers with practical features and reliable performance.,2026-02-08,39405,18926.6,3.7,18384,0.147,Decline,Discontinued
P0344,C007,Smartphone 344,Mobile,Smartphone,Smartphone designed for modern consumers with practical features and reliable performance.,2023-04-03,47345,35064.79,4.4,80940,0.12,Growth,Discontinued
P0345,C007,Tablet 345,Mobile,Tablet,Tablet designed for modern consumers with practical features and reliable performance.,2024-03-12,9345,4703.46,3.2,92513,0.143,Introduction,Active
P0346,C007,Smart Ring 346,Wearables,Smart Ring,Smart Ring designed for modern consumers with practical features and reliable performance.,2022-06-09,41067,21201.6,4.2,65535,0.03,Growth,Active
P0347,C007,Smartphone 347,Mobile,Smartphone,Smartphone designed for modern consumers with practical features and reliable performance.,2026-02-02,42693,30550.94,3.4,93425,0.104,Mature,Discontinued
P0348,C007,Analog Watch 348,Watches,Analog Watch,Analog Watch designed for modern consumers with practical features and reliable performance.,2026-01-15,14741,7736.99,3.3,34140,0.12,Introduction,Active
P0349,C007,Smart Fan 349,Home Appliances,Smart Fan,Smart Fan designed for modern consumers with practical features and reliable performance.,2024-02-15,49010,28224.66,3.5,54766,0.079,Mature,Discontinued
P0350,C007,Analog Watch 350,Watches,Analog Watch,Analog Watch designed for modern consumers with practical features and reliable performance.,2022-03-10,38883,25090.84,4.4,21819,0.073,Mature,Active
P0351,C008,Tablet 351,Mobile,Tablet,Tablet designed for modern consumers with practical features and reliable performance.,2022-06-03,7863,3713.38,3.5,49712,0.033,Introduction,Active
P0352,C008,Smart Ring 352,Wearables,Smart Ring,Smart Ring designed for modern consumers with practical features and reliable performance.,2024-06-08,47170,21665.08,4.8,22126,0.095,Growth,Active
P0353,C008,Analog Watch 353,Watches,Analog Watch,Analog Watch designed for modern consumers with practical features and reliable performance.,2026-02-03,14470,10741.36,3.9,73128,0.111,Mature,Active
P0354,C008,Smartphone 354,Mobile,Smartphone,Smartphone designed for modern consumers with practical features and reliable performance.,2024-01-09,7285,3386.73,4.2,64849,0.032,Introduction,Discontinued
P0355,C008,Analog Watch 355,Watches,Analog Watch,Analog Watch designed for modern consumers with practical features and reliable performance.,2022-12-16,44386,28297.29,4.0,13212,0.014,Mature,Active
P0356,C008,Air Purifier 356,Home Appliances,Air Purifier,Air Purifier designed for modern consumers with practical features and reliable performance.,2025-08-07,21208,14537.3,4.0,87143,0.047,Decline,Active
P0357,C008,Tablet 357,Mobile,Tablet,Tablet designed for modern consumers with practical features and reliable performance.,2023-04-09,25209,12755.12,3.3,58137,0.075,Mature,Active
P0358,C008,Bluetooth Speaker 358,Audio,Bluetooth Speaker,Bluetooth Speaker designed for modern consumers with practical features and reliable performance.,2025-04-22,44743,21432.38,4.3,71468,0.068,Growth,Active
P0359,C008,Smart Light 359,Home Appliances,Smart Light,Smart Light designed for modern consumers with practical features and reliable performance.,2023-04-28,28435,21033.04,4.4,62736,0.09,Decline,Active
P0360,C008,Analog Watch 360,Watches,Analog Watch,Analog Watch designed for modern consumers with practical features and reliable performance.,2025-10-19,47812,22013.53,4.2,68240,0.122,Growth,Active
P0361,C008,Air Purifier 361,Home Appliances,Air Purifier,Air Purifier designed for modern consumers with practical features and reliable performance.,2022-06-10,11955,8866.42,4.6,17039,0.016,Decline,Active
P0362,C008,Bluetooth Speaker 362,Audio,Bluetooth Speaker,Bluetooth Speaker designed for modern consumers with practical features and reliable performance.,2025-02-13,17900,9772.05,4.4,9283,0.022,Decline,Active
P0363,C008,Tablet 363,Mobile,Tablet,Tablet designed for modern consumers with practical features and reliable performance.,2022-08-19,1810,1241.6,4.3,68993,0.119,Decline,Active
P0364,C008,Bluetooth Speaker 364,Audio,Bluetooth Speaker,Bluetooth Speaker designed for modern consumers with practical features and reliable performance.,2025-02-26,39530,24698.47,4.8,13633,0.139,Introduction,Active
P0365,C008,Smart Ring 365,Wearables,Smart Ring,Smart Ring designed for modern consumers with practical features and reliable performance.,2022-03-18,27928,14780.64,4.3,75476,0.095,Growth,Active
P0366,C008,Air Purifier 366,Home Appliances,Air Purifier,Air Purifier designed for modern consumers with practical features and reliable performance.,2023-11-10,41517,26263.51,4.4,5583,0.065,Growth,Active
P0367,C008,Smart Fan 367,Home Appliances,Smart Fan,Smart Fan designed for modern consumers with practical features and reliable performance.,2024-10-03,25408,11587.82,4.6,40222,0.054,Introduction,Active
P0368,C008,Headphones 368,Audio,Headphones,Headphones designed for modern consumers with practical features and reliable performance.,2025-05-23,49740,28995.1,4.6,35813,0.112,Introduction,Active
P0369,C008,Air Purifier 369,Home Appliances,Air Purifier,Air Purifier designed for modern consumers with practical features and reliable performance.,2024-11-21,27684,18611.49,4.5,49509,0.125,Growth,Active
P0370,C008,Tablet 370,Mobile,Tablet,Tablet designed for modern consumers with practical features and reliable performance.,2023-01-30,9889,6765.61,4.1,75037,0.014,Growth,Active
P0371,C008,Wireless Earbuds 371,Audio,Wireless Earbuds,Wireless Earbuds designed for modern consumers with practical features and reliable performance.,2024-08-08,30913,14379.73,3.8,26597,0.048,Decline,Active
P0372,C008,Smart Watch 372,Watches,Smart Watch,Smart Watch designed for modern consumers with practical features and reliable performance.,2023-12-18,25409,15159.92,4.0,62704,0.092,Mature,Active
P0373,C008,Smartphone 373,Mobile,Smartphone,Smartphone designed for modern consumers with practical features and reliable performance.,2023-03-15,19682,9018.98,3.3,75507,0.119,Growth,Active
P0374,C008,Headphones 374,Audio,Headphones,Headphones designed for modern consumers with practical features and reliable performance.,2022-09-28,43702,25034.79,3.2,89917,0.011,Growth,Active
P0375,C008,Headphones 375,Audio,Headphones,Headphones designed for modern consumers with practical features and reliable performance.,2024-05-17,40868,28261.27,3.7,93478,0.1,Decline,Active
P0376,C008,Smart Fan 376,Home Appliances,Smart Fan,Smart Fan designed for modern consumers with practical features and reliable performance.,2022-07-29,15300,9027.14,4.4,82237,0.066,Introduction,Active
P0377,C008,Smart Ring 377,Wearables,Smart Ring,Smart Ring designed for modern consumers with practical features and reliable performance.,2025-08-04,20560,13473.46,4.0,44577,0.148,Mature,Active
P0378,C008,Tablet 378,Mobile,Tablet,Tablet designed for modern consumers with practical features and reliable performance.,2025-05-13,13344,6605.0,4.5,7941,0.123,Decline,Active
P0379,C008,Bluetooth Speaker 379,Audio,Bluetooth Speaker,Bluetooth Speaker designed for modern consumers with practical features and reliable performance.,2024-04-08,2668,1725.18,4.9,34503,0.137,Decline,Active
P0380,C008,Fitness Band 380,Wearables,Fitness Band,Fitness Band designed for modern consumers with practical features and reliable performance.,2024-09-01,23489,15689.83,3.6,70575,0.099,Mature,Active
P0381,C008,Bluetooth Speaker 381,Audio,Bluetooth Speaker,Bluetooth Speaker designed for modern consumers with practical features and reliable performance.,2026-01-25,37585,18955.65,3.4,17269,0.114,Growth,Active
P0382,C008,Smart Watch 382,Watches,Smart Watch,Smart Watch designed for modern consumers with practical features and reliable performance.,2023-11-10,24283,12554.27,4.7,55612,0.12,Mature,Active
P0383,C008,Smart Ring 383,Wearables,Smart Ring,Smart Ring designed for modern consumers with practical features and reliable performance.,2025-06-25,31393,22143.5,4.0,83651,0.092,Introduction,Discontinued
P0384,C008,Bluetooth Speaker 384,Audio,Bluetooth Speaker,Bluetooth Speaker designed for modern consumers with practical features and reliable performance.,2022-11-05,8852,6287.13,3.8,39606,0.068,Growth,Active
P0385,C008,Tablet 385,Mobile,Tablet,Tablet designed for modern consumers with practical features and reliable performance.,2026-01-05,38316,27505.28,4.9,19272,0.054,Growth,Active
P0386,C008,Smart Fan 386,Home Appliances,Smart Fan,Smart Fan designed for modern consumers with practical features and reliable performance.,2023-07-15,42355,31596.5,3.7,8103,0.011,Growth,Active
P0387,C008,Fitness Band 387,Wearables,Fitness Band,Fitness Band designed for modern consumers with practical features and reliable performance.,2025-07-21,33084,22681.18,4.5,17461,0.096,Decline,Discontinued
P0388,C008,Smart Fan 388,Home Appliances,Smart Fan,Smart Fan designed for modern consumers with practical features and reliable performance.,2022-01-29,26121,11791.04,4.1,96268,0.062,Mature,Active
P0389,C008,Fitness Watch 389,Watches,Fitness Watch,Fitness Watch designed for modern consumers with practical features and reliable performance.,2023-10-02,1270,810.27,3.6,91401,0.133,Growth,Active
P0390,C008,Smart Light 390,Home Appliances,Smart Light,Smart Light designed for modern consumers with practical features and reliable performance.,2023-08-19,39579,21445.27,3.3,6492,0.052,Decline,Active
P0391,C008,Smart Light 391,Home Appliances,Smart Light,Smart Light designed for modern consumers with practical features and reliable performance.,2022-12-04,9768,5399.94,4.7,47587,0.115,Decline,Active
P0392,C008,Wireless Earbuds 392,Audio,Wireless Earbuds,Wireless Earbuds designed for modern consumers with practical features and reliable performance.,2022-12-13,48655,36270.54,3.6,3372,0.093,Introduction,Active
P0393,C008,Analog Watch 393,Watches,Analog Watch,Analog Watch designed for modern consumers with practical features and reliable performance.,2022-04-09,42964,22630.72,4.1,6868,0.093,Introduction,Active
P0394,C008,Fitness Watch 394,Watches,Fitness Watch,Fitness Watch designed for modern consumers with practical features and reliable performance.,2025-12-08,8588,4938.38,3.8,72233,0.045,Growth,Active
P0395,C008,Analog Watch 395,Watches,Analog Watch,Analog Watch designed for modern consumers with practical features and reliable performance.,2025-12-06,28582,18535.41,4.3,35886,0.097,Growth,Discontinued
P0396,C008,Fitness Watch 396,Watches,Fitness Watch,Fitness Watch designed for modern consumers with practical features and reliable performance.,2025-06-01,48105,30561.56,3.7,14428,0.08,Growth,Active
P0397,C008,Fitness Band 397,Wearables,Fitness Band,Fitness Band designed for modern consumers with practical features and reliable performance.,2023-03-02,24456,16166.17,3.7,5664,0.087,Decline,Active
P0398,C008,Wireless Earbuds 398,Audio,Wireless Earbuds,Wireless Earbuds designed for modern consumers with practical features and reliable performance.,2022-11-02,1835,1195.48,4.7,75755,0.104,Introduction,Active
P0399,C008,Analog Watch 399,Watches,Analog Watch,Analog Watch designed for modern consumers with practical features and reliable performance.,2022-04-13,43227,22449.86,4.9,39300,0.047,Introduction,Active
P0400,C008,Analog Watch 400,Watches,Analog Watch,Analog Watch designed for modern consumers with practical features and reliable performance.,2022-04-04,24607,16990.61,3.7,97301,0.026,Introduction,Active
P0401,C009,Headphones 401,Audio,Headphones,Headphones designed for modern consumers with practical features and reliable performance.,2022-07-10,24430,17549.49,4.8,35667,0.133,Mature,Active
P0402,C009,Wireless Earbuds 402,Audio,Wireless Earbuds,Wireless Earbuds designed for modern consumers with practical features and reliable performance.,2024-09-06,27265,15543.1,4.0,51056,0.107,Decline,Active
P0403,C009,Smart Watch 403,Watches,Smart Watch,Smart Watch designed for modern consumers with practical features and reliable performance.,2025-04-24,46624,31141.26,4.9,21392,0.025,Decline,Discontinued
P0404,C009,Bluetooth Speaker 404,Audio,Bluetooth Speaker,Bluetooth Speaker designed for modern consumers with practical features and reliable performance.,2026-01-29,25887,17700.22,4.2,90214,0.133,Growth,Discontinued
P0405,C009,Air Purifier 405,Home Appliances,Air Purifier,Air Purifier designed for modern consumers with practical features and reliable performance.,2025-12-13,27953,16274.41,3.3,86348,0.054,Growth,Active
P0406,C009,Fitness Band 406,Wearables,Fitness Band,Fitness Band designed for modern consumers with practical features and reliable performance.,2025-08-06,29367,19044.91,3.6,45818,0.103,Decline,Active
P0407,C009,Fitness Band 407,Wearables,Fitness Band,Fitness Band designed for modern consumers with practical features and reliable performance.,2022-12-05,1763,1133.64,3.5,62010,0.129,Introduction,Discontinued
P0408,C009,Smartphone 408,Mobile,Smartphone,Smartphone designed for modern consumers with practical features and reliable performance.,2024-02-15,22685,16810.57,3.3,29690,0.087,Decline,Active
P0409,C009,Analog Watch 409,Watches,Analog Watch,Analog Watch designed for modern consumers with practical features and reliable performance.,2022-09-01,30110,20787.29,4.0,65833,0.073,Decline,Active
P0410,C009,Analog Watch 410,Watches,Analog Watch,Analog Watch designed for modern consumers with practical features and reliable performance.,2025-06-21,28023,12911.59,4.1,12413,0.121,Mature,Active
P0411,C009,Smart Fan 411,Home Appliances,Smart Fan,Smart Fan designed for modern consumers with practical features and reliable performance.,2025-06-23,24812,17308.68,4.6,60066,0.056,Decline,Active
P0412,C009,Air Purifier 412,Home Appliances,Air Purifier,Air Purifier designed for modern consumers with practical features and reliable performance.,2025-07-21,7385,5005.52,3.6,45242,0.06,Mature,Active
P0413,C009,Smart Watch 413,Watches,Smart Watch,Smart Watch designed for modern consumers with practical features and reliable performance.,2022-08-08,11758,7028.07,4.6,97822,0.111,Mature,Active
P0414,C009,Wireless Earbuds 414,Audio,Wireless Earbuds,Wireless Earbuds designed for modern consumers with practical features and reliable performance.,2022-08-09,26748,13766.58,4.6,25479,0.11,Decline,Active
P0415,C009,Fitness Band 415,Wearables,Fitness Band,Fitness Band designed for modern consumers with practical features and reliable performance.,2024-10-18,30524,17924.19,4.2,66586,0.029,Introduction,Active
P0416,C009,Smart Ring 416,Wearables,Smart Ring,Smart Ring designed for modern consumers with practical features and reliable performance.,2022-12-22,39346,23406.13,4.1,23726,0.107,Growth,Active
P0417,C009,Smart Light 417,Home Appliances,Smart Light,Smart Light designed for modern consumers with practical features and reliable performance.,2025-06-01,40357,25499.5,3.7,50918,0.069,Growth,Active
P0418,C009,Smart Fan 418,Home Appliances,Smart Fan,Smart Fan designed for modern consumers with practical features and reliable performance.,2024-11-15,20278,11879.94,3.4,54599,0.094,Mature,Active
P0419,C009,Fitness Band 419,Wearables,Fitness Band,Fitness Band designed for modern consumers with practical features and reliable performance.,2025-10-09,14165,7265.42,4.4,90495,0.058,Growth,Active
P0420,C009,Smart Ring 420,Wearables,Smart Ring,Smart Ring designed for modern consumers with practical features and reliable performance.,2025-09-28,47553,23045.21,3.8,63463,0.092,Decline,Active
P0421,C009,Air Purifier 421,Home Appliances,Air Purifier,Air Purifier designed for modern consumers with practical features and reliable performance.,2023-02-14,35257,16991.8,3.8,7455,0.104,Mature,Active
P0422,C009,Tablet 422,Mobile,Tablet,Tablet designed for modern consumers with practical features and reliable performance.,2025-01-13,10596,7436.43,4.4,39184,0.039,Introduction,Active
P0423,C009,Air Purifier 423,Home Appliances,Air Purifier,Air Purifier designed for modern consumers with practical features and reliable performance.,2025-02-23,41377,29394.66,4.5,29900,0.114,Decline,Active
P0424,C009,Smart Ring 424,Wearables,Smart Ring,Smart Ring designed for modern consumers with practical features and reliable performance.,2025-11-04,46412,30137.54,4.8,51297,0.068,Mature,Active
P0425,C009,Fitness Watch 425,Watches,Fitness Watch,Fitness Watch designed for modern consumers with practical features and reliable performance.,2025-07-21,17471,8926.39,4.7,58573,0.126,Mature,Active
P0426,C009,Headphones 426,Audio,Headphones,Headphones designed for modern consumers with practical features and reliable performance.,2024-11-18,30413,15304.67,4.4,25007,0.145,Introduction,Discontinued
P0427,C009,Analog Watch 427,Watches,Analog Watch,Analog Watch designed for modern consumers with practical features and reliable performance.,2022-01-12,19291,11902.15,3.4,77044,0.128,Mature,Discontinued
P0428,C009,Wireless Earbuds 428,Audio,Wireless Earbuds,Wireless Earbuds designed for modern consumers with practical features and reliable performance.,2025-09-17,11073,8067.66,4.2,82468,0.096,Mature,Discontinued
P0429,C009,Smart Ring 429,Wearables,Smart Ring,Smart Ring designed for modern consumers with practical features and reliable performance.,2024-12-02,5776,3957.77,3.7,29330,0.144,Introduction,Active
P0430,C009,Smart Light 430,Home Appliances,Smart Light,Smart Light designed for modern consumers with practical features and reliable performance.,2023-11-10,36195,20668.25,3.8,28464,0.103,Mature,Active
P0431,C009,Bluetooth Speaker 431,Audio,Bluetooth Speaker,Bluetooth Speaker designed for modern consumers with practical features and reliable performance.,2022-01-19,35766,21189.82,4.2,99083,0.147,Introduction,Active
P0432,C009,Air Purifier 432,Home Appliances,Air Purifier,Air Purifier designed for modern consumers with practical features and reliable performance.,2023-10-20,43091,27324.45,4.3,5726,0.106,Decline,Active
P0433,C009,Smart Fan 433,Home Appliances,Smart Fan,Smart Fan designed for modern consumers with practical features and reliable performance.,2024-02-07,36404,24288.48,3.2,68246,0.125,Decline,Discontinued
P0434,C009,Analog Watch 434,Watches,Analog Watch,Analog Watch designed for modern consumers with practical features and reliable performance.,2025-01-06,43698,22187.82,4.1,13077,0.033,Introduction,Active
P0435,C009,Bluetooth Speaker 435,Audio,Bluetooth Speaker,Bluetooth Speaker designed for modern consumers with practical features and reliable performance.,2023-02-26,42255,28821.07,4.7,56101,0.127,Decline,Active
P0436,C009,Wireless Earbuds 436,Audio,Wireless Earbuds,Wireless Earbuds designed for modern consumers with practical features and reliable performance.,2023-05-31,31095,20680.06,3.3,10100,0.018,Introduction,Active
P0437,C009,Tablet 437,Mobile,Tablet,Tablet designed for modern consumers with practical features and reliable performance.,2025-10-10,26430,15470.48,3.9,41971,0.012,Introduction,Active
P0438,C009,Fitness Band 438,Wearables,Fitness Band,Fitness Band designed for modern consumers with practical features and reliable performance.,2024-10-26,49886,31212.79,4.4,10014,0.06,Introduction,Active
P0439,C009,Smartphone 439,Mobile,Smartphone,Smartphone designed for modern consumers with practical features and reliable performance.,2022-03-05,19449,13217.2,3.9,52288,0.125,Decline,Active
P0440,C009,Fitness Band 440,Wearables,Fitness Band,Fitness Band designed for modern consumers with practical features and reliable performance.,2025-07-22,9937,6697.8,4.6,72029,0.051,Growth,Active
P0441,C009,Smartphone 441,Mobile,Smartphone,Smartphone designed for modern consumers with practical features and reliable performance.,2025-05-06,37275,26555.83,3.4,5975,0.011,Decline,Active
P0442,C009,Smartphone 442,Mobile,Smartphone,Smartphone designed for modern consumers with practical features and reliable performance.,2024-11-15,49590,35757.56,3.8,54587,0.137,Growth,Active
P0443,C009,Wireless Earbuds 443,Audio,Wireless Earbuds,Wireless Earbuds designed for modern consumers with practical features and reliable performance.,2025-03-07,41428,29017.19,3.5,24270,0.104,Introduction,Discontinued
P0444,C009,Fitness Band 444,Wearables,Fitness Band,Fitness Band designed for modern consumers with practical features and reliable performance.,2024-09-24,20048,13061.38,3.6,26375,0.112,Mature,Active
P0445,C009,Bluetooth Speaker 445,Audio,Bluetooth Speaker,Bluetooth Speaker designed for modern consumers with practical features and reliable performance.,2023-10-13,43957,22873.46,3.7,9649,0.136,Decline,Discontinued
P0446,C009,Tablet 446,Mobile,Tablet,Tablet designed for modern consumers with practical features and reliable performance.,2024-05-27,46446,29040.41,4.2,48274,0.123,Growth,Active
P0447,C009,Smartphone 447,Mobile,Smartphone,Smartphone designed for modern consumers with practical features and reliable performance.,2022-10-03,15517,10298.01,4.3,36764,0.128,Mature,Discontinued
P0448,C009,Smart Fan 448,Home Appliances,Smart Fan,Smart Fan designed for modern consumers with practical features and reliable performance.,2025-05-27,24510,16726.36,4.0,14764,0.035,Introduction,Active
P0449,C009,Bluetooth Speaker 449,Audio,Bluetooth Speaker,Bluetooth Speaker designed for modern consumers with practical features and reliable performance.,2022-02-08,13873,7338.41,4.7,10522,0.112,Introduction,Discontinued
P0450,C009,Fitness Band 450,Wearables,Fitness Band,Fitness Band designed for modern consumers with practical features and reliable performance.,2022-11-01,3402,2093.86,4.1,71236,0.076,Mature,Discontinued
P0451,C010,Bluetooth Speaker 451,Audio,Bluetooth Speaker,Bluetooth Speaker designed for modern consumers with practical features and reliable performance.,2024-03-23,49052,34687.08,3.4,66183,0.081,Mature,Active
P0452,C010,Bluetooth Speaker 452,Audio,Bluetooth Speaker,Bluetooth Speaker designed for modern consumers with practical features and reliable performance.,2025-03-05,45837,22907.18,4.1,58987,0.032,Growth,Discontinued
P0453,C010,Smartphone 453,Mobile,Smartphone,Smartphone designed for modern consumers with practical features and reliable performance.,2022-03-29,15340,10407.3,3.6,35149,0.062,Growth,Active
P0454,C010,Smart Fan 454,Home Appliances,Smart Fan,Smart Fan designed for modern consumers with practical features and reliable performance.,2025-12-12,30795,22001.97,3.3,85503,0.055,Mature,Active
P0455,C010,Fitness Band 455,Wearables,Fitness Band,Fitness Band designed for modern consumers with practical features and reliable performance.,2022-06-09,25684,16594.5,3.8,86134,0.136,Mature,Discontinued
P0456,C010,Bluetooth Speaker 456,Audio,Bluetooth Speaker,Bluetooth Speaker designed for modern consumers with practical features and reliable performance.,2025-05-22,27597,15340.33,4.7,64313,0.121,Introduction,Active
P0457,C010,Air Purifier 457,Home Appliances,Air Purifier,Air Purifier designed for modern consumers with practical features and reliable performance.,2022-11-19,16072,7604.09,4.3,28223,0.031,Mature,Active
P0458,C010,Headphones 458,Audio,Headphones,Headphones designed for modern consumers with practical features and reliable performance.,2025-04-24,22641,15080.64,4.0,63259,0.077,Growth,Discontinued
P0459,C010,Smart Watch 459,Watches,Smart Watch,Smart Watch designed for modern consumers with practical features and reliable performance.,2022-03-22,3827,1868.97,4.2,18158,0.098,Growth,Active
P0460,C010,Headphones 460,Audio,Headphones,Headphones designed for modern consumers with practical features and reliable performance.,2026-01-13,12798,7742.69,3.9,74372,0.099,Mature,Active
P0461,C010,Headphones 461,Audio,Headphones,Headphones designed for modern consumers with practical features and reliable performance.,2024-04-21,40749,30473.44,4.7,22856,0.041,Growth,Active
P0462,C010,Smart Ring 462,Wearables,Smart Ring,Smart Ring designed for modern consumers with practical features and reliable performance.,2022-05-21,11991,8001.07,3.8,59937,0.094,Growth,Discontinued
P0463,C010,Air Purifier 463,Home Appliances,Air Purifier,Air Purifier designed for modern consumers with practical features and reliable performance.,2022-11-03,8115,3692.07,4.1,66607,0.106,Introduction,Active
P0464,C010,Smart Light 464,Home Appliances,Smart Light,Smart Light designed for modern consumers with practical features and reliable performance.,2022-07-10,40309,18611.11,4.5,66472,0.115,Decline,Active
P0465,C010,Fitness Band 465,Wearables,Fitness Band,Fitness Band designed for modern consumers with practical features and reliable performance.,2025-11-29,45470,29317.67,4.1,49046,0.132,Decline,Active
P0466,C010,Smart Fan 466,Home Appliances,Smart Fan,Smart Fan designed for modern consumers with practical features and reliable performance.,2024-05-21,23971,15022.97,4.5,91818,0.091,Growth,Active
P0467,C010,Air Purifier 467,Home Appliances,Air Purifier,Air Purifier designed for modern consumers with practical features and reliable performance.,2022-01-12,6493,3473.63,4.7,54062,0.046,Introduction,Active
P0468,C010,Fitness Band 468,Wearables,Fitness Band,Fitness Band designed for modern consumers with practical features and reliable performance.,2022-08-07,25577,16532.05,4.4,41905,0.067,Growth,Discontinued
P0469,C010,Smart Ring 469,Wearables,Smart Ring,Smart Ring designed for modern consumers with practical features and reliable performance.,2025-10-25,18124,12804.48,3.9,48425,0.096,Decline,Active
P0470,C010,Smart Light 470,Home Appliances,Smart Light,Smart Light designed for modern consumers with practical features and reliable performance.,2023-09-21,37540,22326.55,3.8,73233,0.078,Mature,Discontinued
P0471,C010,Bluetooth Speaker 471,Audio,Bluetooth Speaker,Bluetooth Speaker designed for modern consumers with practical features and reliable performance.,2022-07-25,8804,5936.93,4.0,92160,0.143,Growth,Discontinued
P0472,C010,Smartphone 472,Mobile,Smartphone,Smartphone designed for modern consumers with practical features and reliable performance.,2024-08-23,11534,6536.68,4.3,12439,0.125,Decline,Active
