product_id,product_name,category,subcategory,complaint_category,complaint_count,product_pain_score,demand_problem_score,market_gap_score,market_gap_level,opportunity_score,opportunity_level,opportunity_statement,opportunity_rank
P0482,Smartphone 482,Mobile,Smartphone,battery,20,50.0,33.44,36.43,Moderate Market Gap,40.13,Moderate Opportunity,Improve Mobile products by addressing battery problems,2002
P0080,Wireless Earbuds 80,Audio,Wireless Earbuds,performance,11,27.5,56.98,35.19,Moderate Market Gap,40.12,Moderate Opportunity,Improve Audio products by addressing performance problems,2003
P0080,Wireless Earbuds 80,Audio,Wireless Earbuds,software,11,27.5,56.98,35.19,Moderate Market Gap,40.12,Moderate Opportunity,Improve Audio products by addressing software problems,2004
P0402,Wireless Earbuds 402,Audio,Wireless Earbuds,comfort,12,30.0,54.48,35.19,Moderate Market Gap,40.12,Moderate Opportunity,Improve Audio products by addressing comfort problems,2005
P0418,Smart Fan 418,Home Appliances,Smart Fan,software,12,30.0,53.57,36.23,Moderate Market Gap,40.12,Moderate Opportunity,Improve Home Appliances products by addressing software problems,2006
P0251,Fitness Band 251,Wearables,Fitness Band,battery,18,45.0,39.32,35.35,Moderate Market Gap,40.12,Moderate Opportunity,Improve Wearables products by addressing battery problems,2007
P0403,Smart Watch 403,Watches,Smart Watch,battery,18,45.0,38.02,36.86,Moderate Market Gap,40.11,Moderate Opportunity,Improve Watches products by addressing battery problems,2008
P0245,Smart Ring 245,Wearables,Smart Ring,price,11,27.5,56.8,35.35,Moderate Market Gap,40.11,Moderate Opportunity,Improve Wearables products by addressing price problems,2009
P0336,Tablet 336,Mobile,Tablet,delivery,8,20.0,63.36,36.43,Moderate Market Gap,40.1,Moderate Opportunity,Improve Mobile products by addressing delivery problems,2010
P0321,Smart Ring 321,Wearables,Smart Ring,price,12,30.0,54.26,35.35,Moderate Market Gap,40.1,Moderate Opportunity,Improve Wearables products by addressing price problems,2011
P0216,Headphones 216,Audio,Headphones,performance,6,15.0,69.4,35.19,Moderate Market Gap,40.1,Moderate Opportunity,Improve Audio products by addressing performance problems,2012
P0216,Headphones 216,Audio,Headphones,delivery,6,15.0,69.4,35.19,Moderate Market Gap,40.1,Moderate Opportunity,Improve Audio products by addressing delivery problems,2013
P0171,Smart Watch 171,Watches,Smart Watch,software,9,22.5,60.45,36.86,Moderate Market Gap,40.09,Moderate Opportunity,Improve Watches products by addressing software problems,2014
P0442,Smartphone 442,Mobile,Smartphone,software,11,27.5,55.81,36.43,Moderate Market Gap,40.09,Moderate Opportunity,Improve Mobile products by addressing software problems,2015
P0005,Air Purifier 5,Home Appliances,Air Purifier,comfort,11,27.5,56.0,36.23,Moderate Market Gap,40.09,Moderate Opportunity,Improve Home Appliances products by addressing comfort problems,2016
P0250,Fitness Band 250,Wearables,Fitness Band,price,7,17.5,66.68,35.35,Moderate Market Gap,40.07,Moderate Opportunity,Improve Wearables products by addressing price problems,2017
P0320,Smart Ring 320,Wearables,Smart Ring,price,14,35.0,49.19,35.35,Moderate Market Gap,40.07,Moderate Opportunity,Improve Wearables products by addressing price problems,2018
P0324,Air Purifier 324,Home Appliances,Air Purifier,performance,18,45.0,38.41,36.23,Moderate Market Gap,40.06,Moderate Opportunity,Improve Home Appliances products by addressing performance problems,2019
P0367,Smart Fan 367,Home Appliances,Smart Fan,delivery,14,35.0,48.31,36.23,Moderate Market Gap,40.03,Moderate Opportunity,Improve Home Appliances products by addressing delivery problems,2020
P0285,Smart Light 285,Home Appliances,Smart Light,software,9,22.5,60.79,36.23,Moderate Market Gap,40.02,Moderate Opportunity,Improve Home Appliances products by addressing software problems,2021
P0392,Wireless Earbuds 392,Audio,Wireless Earbuds,quality,21,52.5,31.69,35.19,Moderate Market Gap,40.02,Moderate Opportunity,Improve Audio products by addressing quality problems,2022
P0261,Analog Watch 261,Watches,Analog Watch,delivery,8,20.0,62.76,36.86,Moderate Market Gap,40.02,Moderate Opportunity,Improve Watches products by addressing delivery problems,2023
P0223,Smartphone 223,Mobile,Smartphone,software,12,30.0,53.09,36.43,Moderate Market Gap,40.01,Moderate Opportunity,Improve Mobile products by addressing software problems,2024
P0469,Smart Ring 469,Wearables,Smart Ring,software,13,32.5,51.5,35.35,Moderate Market Gap,40.0,Moderate Opportunity,Improve Wearables products by addressing software problems,2025
P0369,Air Purifier 369,Home Appliances,Air Purifier,comfort,11,27.5,55.73,36.23,Moderate Market Gap,40.0,Moderate Opportunity,Improve Home Appliances products by addressing comfort problems,2026
P0495,Tablet 495,Mobile,Tablet,performance,14,35.0,48.06,36.43,Moderate Market Gap,40.0,Moderate Opportunity,Improve Mobile products by addressing performance problems,2027
P0369,Air Purifier 369,Home Appliances,Air Purifier,delivery,11,27.5,55.73,36.23,Moderate Market Gap,40.0,Moderate Opportunity,Improve Home Appliances products by addressing delivery problems,2028
P0405,Air Purifier 405,Home Appliances,Air Purifier,software,6,15.0,68.21,36.23,Moderate Market Gap,39.99,Moderate Opportunity,Improve Home Appliances products by addressing software problems,2029
P0303,Fitness Watch 303,Watches,Fitness Watch,performance,13,32.5,50.15,36.86,Moderate Market Gap,39.99,Moderate Opportunity,Improve Watches products by addressing performance problems,2030
P0006,Headphones 6,Audio,Headphones,price,11,27.5,56.59,35.19,Moderate Market Gap,39.99,Moderate Opportunity,Improve Audio products by addressing price problems,2031
P0355,Analog Watch 355,Watches,Analog Watch,quality,19,47.5,35.17,36.86,Moderate Market Gap,39.99,Moderate Opportunity,Improve Watches products by addressing quality problems,2032
P0383,Smart Ring 383,Wearables,Smart Ring,price,6,15.0,68.97,35.35,Moderate Market Gap,39.99,Moderate Opportunity,Improve Wearables products by addressing price problems,2033
P0173,Smartphone 173,Mobile,Smartphone,delivery,11,27.5,55.5,36.43,Moderate Market Gap,39.98,Moderate Opportunity,Improve Mobile products by addressing delivery problems,2034
P0214,Fitness Band 214,Wearables,Fitness Band,comfort,11,27.5,56.44,35.35,Moderate Market Gap,39.98,Moderate Opportunity,Improve Wearables products by addressing comfort problems,2035
P0173,Smartphone 173,Mobile,Smartphone,comfort,11,27.5,55.5,36.43,Moderate Market Gap,39.98,Moderate Opportunity,Improve Mobile products by addressing comfort problems,2036
P0205,Tablet 205,Mobile,Tablet,delivery,5,12.5,70.49,36.43,Moderate Market Gap,39.98,Moderate Opportunity,Improve Mobile products by addressing delivery problems,2037
P0053,Tablet 53,Mobile,Tablet,delivery,12,30.0,53.0,36.43,Moderate Market Gap,39.98,Moderate Opportunity,Improve Mobile products by addressing delivery problems,2038
P0050,Analog Watch 50,Watches,Analog Watch,software,9,22.5,60.12,36.86,Moderate Market Gap,39.97,Moderate Opportunity,Improve Watches products by addressing software problems,2039
P0116,Smart Fan 116,Home Appliances,Smart Fan,software,12,30.0,53.12,36.23,Moderate Market Gap,39.96,Moderate Opportunity,Improve Home Appliances products by addressing software problems,2040
P0311,Smart Light 311,Home Appliances,Smart Light,software,6,15.0,68.11,36.23,Moderate Market Gap,39.96,Moderate Opportunity,Improve Home Appliances products by addressing software problems,2041
P0311,Smart Light 311,Home Appliances,Smart Light,comfort,6,15.0,68.11,36.23,Moderate Market Gap,39.96,Moderate Opportunity,Improve Home Appliances products by addressing comfort problems,2042
P0143,Headphones 143,Audio,Headphones,quality,16,40.0,43.94,35.19,Moderate Market Gap,39.94,Moderate Opportunity,Improve Audio products by addressing quality problems,2043
P0380,Fitness Band 380,Wearables,Fitness Band,delivery,8,20.0,63.8,35.35,Moderate Market Gap,39.94,Moderate Opportunity,Improve Wearables products by addressing delivery problems,2044
P0085,Fitness Band 85,Wearables,Fitness Band,comfort,12,30.0,53.82,35.35,Moderate Market Gap,39.94,Moderate Opportunity,Improve Wearables products by addressing comfort problems,2045
P0085,Fitness Band 85,Wearables,Fitness Band,software,12,30.0,53.82,35.35,Moderate Market Gap,39.94,Moderate Opportunity,Improve Wearables products by addressing software problems,2046
P0380,Fitness Band 380,Wearables,Fitness Band,price,8,20.0,63.8,35.35,Moderate Market Gap,39.94,Moderate Opportunity,Improve Wearables products by addressing price problems,2047
P0410,Analog Watch 410,Watches,Analog Watch,battery,20,50.0,32.53,36.86,Moderate Market Gap,39.94,Moderate Opportunity,Improve Watches products by addressing battery problems,2048
P0085,Fitness Band 85,Wearables,Fitness Band,delivery,12,30.0,53.82,35.35,Moderate Market Gap,39.94,Moderate Opportunity,Improve Wearables products by addressing delivery problems,2049
P0085,Fitness Band 85,Wearables,Fitness Band,price,12,30.0,53.82,35.35,Moderate Market Gap,39.94,Moderate Opportunity,Improve Wearables products by addressing price problems,2050
P0212,Smartphone 212,Mobile,Smartphone,software,9,22.5,60.35,36.43,Moderate Market Gap,39.93,Moderate Opportunity,Improve Mobile products by addressing software problems,2051
P0212,Smartphone 212,Mobile,Smartphone,comfort,9,22.5,60.35,36.43,Moderate Market Gap,39.93,Moderate Opportunity,Improve Mobile products by addressing comfort problems,2052
P0212,Smartphone 212,Mobile,Smartphone,price,9,22.5,60.35,36.43,Moderate Market Gap,39.93,Moderate Opportunity,Improve Mobile products by addressing price problems,2053
P0156,Wireless Earbuds 156,Audio,Wireless Earbuds,price,7,17.5,66.39,35.19,Moderate Market Gap,39.92,Moderate Opportunity,Improve Audio products by addressing price problems,2054
P0201,Fitness Band 201,Wearables,Fitness Band,software,16,40.0,43.73,35.35,Moderate Market Gap,39.91,Moderate Opportunity,Improve Wearables products by addressing software problems,2055
P0092,Fitness Band 92,Wearables,Fitness Band,comfort,10,25.0,58.71,35.35,Moderate Market Gap,39.9,Moderate Opportunity,Improve Wearables products by addressing comfort problems,2056
P0249,Smart Light 249,Home Appliances,Smart Light,quality,19,47.5,35.46,36.23,Moderate Market Gap,39.9,Moderate Opportunity,Improve Home Appliances products by addressing quality problems,2057
P0191,Headphones 191,Audio,Headphones,delivery,8,20.0,63.82,35.19,Moderate Market Gap,39.89,Moderate Opportunity,Improve Audio products by addressing delivery problems,2058
P0217,Fitness Watch 217,Watches,Fitness Watch,comfort,5,12.5,69.85,36.86,Moderate Market Gap,39.88,Moderate Opportunity,Improve Watches products by addressing comfort problems,2059
P0296,Headphones 296,Audio,Headphones,software,13,32.5,51.28,35.19,Moderate Market Gap,39.88,Moderate Opportunity,Improve Audio products by addressing software problems,2060
P0217,Fitness Watch 217,Watches,Fitness Watch,delivery,5,12.5,69.85,36.86,Moderate Market Gap,39.88,Moderate Opportunity,Improve Watches products by addressing delivery problems,2061
P0426,Headphones 426,Audio,Headphones,quality,18,45.0,38.77,35.19,Moderate Market Gap,39.88,Moderate Opportunity,Improve Audio products by addressing quality problems,2062
P0351,Tablet 351,Mobile,Tablet,performance,12,30.0,52.67,36.43,Moderate Market Gap,39.86,Moderate Opportunity,Improve Mobile products by addressing performance problems,2063
P0037,Analog Watch 37,Watches,Analog Watch,performance,18,45.0,37.3,36.86,Moderate Market Gap,39.86,Moderate Opportunity,Improve Watches products by addressing performance problems,2064
P0394,Fitness Watch 394,Watches,Fitness Watch,software,8,20.0,62.27,36.86,Moderate Market Gap,39.85,Moderate Opportunity,Improve Watches products by addressing software problems,2065
P0394,Fitness Watch 394,Watches,Fitness Watch,delivery,8,20.0,62.27,36.86,Moderate Market Gap,39.85,Moderate Opportunity,Improve Watches products by addressing delivery problems,2066
P0478,Smart Fan 478,Home Appliances,Smart Fan,performance,10,25.0,57.74,36.23,Moderate Market Gap,39.83,Moderate Opportunity,Improve Home Appliances products by addressing performance problems,2067
P0018,Smart Ring 18,Wearables,Smart Ring,performance,18,45.0,38.46,35.35,Moderate Market Gap,39.82,Moderate Opportunity,Improve Wearables products by addressing performance problems,2068
P0326,Smart Watch 326,Watches,Smart Watch,price,8,20.0,62.16,36.86,Moderate Market Gap,39.81,Moderate Opportunity,Improve Watches products by addressing price problems,2069
P0417,Smart Light 417,Home Appliances,Smart Light,comfort,12,30.0,52.69,36.23,Moderate Market Gap,39.81,Moderate Opportunity,Improve Home Appliances products by addressing comfort problems,2070
P0404,Bluetooth Speaker 404,Audio,Bluetooth Speaker,delivery,7,17.5,66.09,35.19,Moderate Market Gap,39.81,Moderate Opportunity,Improve Audio products by addressing delivery problems,2071
P0077,Fitness Watch 77,Watches,Fitness Watch,comfort,7,17.5,64.66,36.86,Moderate Market Gap,39.81,Moderate Opportunity,Improve Watches products by addressing comfort problems,2072
P0326,Smart Watch 326,Watches,Smart Watch,comfort,8,20.0,62.16,36.86,Moderate Market Gap,39.81,Moderate Opportunity,Improve Watches products by addressing comfort problems,2073
P0292,Smart Fan 292,Home Appliances,Smart Fan,price,15,37.5,45.15,36.23,Moderate Market Gap,39.8,Moderate Opportunity,Improve Home Appliances products by addressing price problems,2074
P0243,Bluetooth Speaker 243,Audio,Bluetooth Speaker,quality,21,52.5,31.01,35.19,Moderate Market Gap,39.79,Moderate Opportunity,Improve Audio products by addressing quality problems,2075
P0175,Fitness Band 175,Wearables,Fitness Band,comfort,15,37.5,45.82,35.35,Moderate Market Gap,39.77,Moderate Opportunity,Improve Wearables products by addressing comfort problems,2076
P0246,Fitness Watch 246,Watches,Fitness Watch,performance,17,42.5,39.51,36.86,Moderate Market Gap,39.76,Moderate Opportunity,Improve Watches products by addressing performance problems,2077
P0446,Tablet 446,Mobile,Tablet,delivery,13,32.5,49.88,36.43,Moderate Market Gap,39.76,Moderate Opportunity,Improve Mobile products by addressing delivery problems,2078
P0337,Analog Watch 337,Watches,Analog Watch,delivery,12,30.0,51.99,36.86,Moderate Market Gap,39.75,Moderate Opportunity,Improve Watches products by addressing delivery problems,2079
P0424,Smart Ring 424,Wearables,Smart Ring,price,12,30.0,53.26,35.35,Moderate Market Gap,39.75,Moderate Opportunity,Improve Wearables products by addressing price problems,2080
P0337,Analog Watch 337,Watches,Analog Watch,price,12,30.0,51.99,36.86,Moderate Market Gap,39.75,Moderate Opportunity,Improve Watches products by addressing price problems,2081
P0323,Smart Watch 323,Watches,Smart Watch,price,10,25.0,56.94,36.86,Moderate Market Gap,39.74,Moderate Opportunity,Improve Watches products by addressing price problems,2082
P0289,Smart Ring 289,Wearables,Smart Ring,comfort,13,32.5,50.73,35.35,Moderate Market Gap,39.74,Moderate Opportunity,Improve Wearables products by addressing comfort problems,2083
P0381,Bluetooth Speaker 381,Audio,Bluetooth Speaker,quality,18,45.0,38.34,35.19,Moderate Market Gap,39.73,Moderate Opportunity,Improve Audio products by addressing quality problems,2084
P0189,Smartphone 189,Mobile,Smartphone,price,12,30.0,52.29,36.43,Moderate Market Gap,39.73,Moderate Opportunity,Improve Mobile products by addressing price problems,2085
P0441,Smartphone 441,Mobile,Smartphone,quality,19,47.5,34.8,36.43,Moderate Market Gap,39.73,Moderate Opportunity,Improve Mobile products by addressing quality problems,2086
P0126,Tablet 126,Mobile,Tablet,quality,18,45.0,37.28,36.43,Moderate Market Gap,39.73,Moderate Opportunity,Improve Mobile products by addressing quality problems,2087
P0317,Smart Light 317,Home Appliances,Smart Light,comfort,11,27.5,54.92,36.23,Moderate Market Gap,39.72,Moderate Opportunity,Improve Home Appliances products by addressing comfort problems,2088
P0317,Smart Light 317,Home Appliances,Smart Light,delivery,11,27.5,54.92,36.23,Moderate Market Gap,39.72,Moderate Opportunity,Improve Home Appliances products by addressing delivery problems,2089
P0259,Smart Fan 259,Home Appliances,Smart Fan,quality,16,40.0,42.44,36.23,Moderate Market Gap,39.72,Moderate Opportunity,Improve Home Appliances products by addressing quality problems,2090
P0159,Analog Watch 159,Watches,Analog Watch,quality,19,47.5,34.37,36.86,Moderate Market Gap,39.71,Moderate Opportunity,Improve Watches products by addressing quality problems,2091
P0219,Smart Ring 219,Wearables,Smart Ring,comfort,13,32.5,50.65,35.35,Moderate Market Gap,39.71,Moderate Opportunity,Improve Wearables products by addressing comfort problems,2092
P0472,Smartphone 472,Mobile,Smartphone,quality,19,47.5,34.7,36.43,Moderate Market Gap,39.7,Moderate Opportunity,Improve Mobile products by addressing quality problems,2093
P0059,Air Purifier 59,Home Appliances,Air Purifier,delivery,9,22.5,59.83,36.23,Moderate Market Gap,39.68,Moderate Opportunity,Improve Home Appliances products by addressing delivery problems,2094
P0494,Fitness Watch 494,Watches,Fitness Watch,software,11,27.5,54.27,36.86,Moderate Market Gap,39.68,Moderate Opportunity,Improve Watches products by addressing software problems,2095
P0066,Smart Fan 66,Home Appliances,Smart Fan,delivery,16,40.0,42.32,36.23,Moderate Market Gap,39.68,Moderate Opportunity,Improve Home Appliances products by addressing delivery problems,2096
P0494,Fitness Watch 494,Watches,Fitness Watch,price,11,27.5,54.27,36.86,Moderate Market Gap,39.68,Moderate Opportunity,Improve Watches products by addressing price problems,2097
P0363,Tablet 363,Mobile,Tablet,software,8,20.0,62.14,36.43,Moderate Market Gap,39.68,Moderate Opportunity,Improve Mobile products by addressing software problems,2098
P0458,Headphones 458,Audio,Headphones,software,11,27.5,55.69,35.19,Moderate Market Gap,39.67,Moderate Opportunity,Improve Audio products by addressing software problems,2099
P0443,Wireless Earbuds 443,Audio,Wireless Earbuds,battery,19,47.5,35.69,35.19,Moderate Market Gap,39.67,Moderate Opportunity,Improve Audio products by addressing battery problems,2100
P0056,Analog Watch 56,Watches,Analog Watch,price,8,20.0,61.72,36.86,Moderate Market Gap,39.66,Moderate Opportunity,Improve Watches products by addressing price problems,2101
P0012,Fitness Band 12,Wearables,Fitness Band,software,8,20.0,63.02,35.35,Moderate Market Gap,39.66,Moderate Opportunity,Improve Wearables products by addressing software problems,2102
P0056,Analog Watch 56,Watches,Analog Watch,delivery,8,20.0,61.72,36.86,Moderate Market Gap,39.66,Moderate Opportunity,Improve Watches products by addressing delivery problems,2103
P0238,Air Purifier 238,Home Appliances,Air Purifier,delivery,11,27.5,54.77,36.23,Moderate Market Gap,39.66,Moderate Opportunity,Improve Home Appliances products by addressing delivery problems,2104
P0302,Bluetooth Speaker 302,Audio,Bluetooth Speaker,price,10,25.0,58.13,35.19,Moderate Market Gap,39.65,Moderate Opportunity,Improve Audio products by addressing price problems,2105
P0302,Bluetooth Speaker 302,Audio,Bluetooth Speaker,delivery,10,25.0,58.13,35.19,Moderate Market Gap,39.65,Moderate Opportunity,Improve Audio products by addressing delivery problems,2106
P0302,Bluetooth Speaker 302,Audio,Bluetooth Speaker,software,10,25.0,58.13,35.19,Moderate Market Gap,39.65,Moderate Opportunity,Improve Audio products by addressing software problems,2107
P0255,Bluetooth Speaker 255,Audio,Bluetooth Speaker,software,7,17.5,65.63,35.19,Moderate Market Gap,39.65,Moderate Opportunity,Improve Audio products by addressing software problems,2108
P0140,Smartphone 140,Mobile,Smartphone,software,9,22.5,59.51,36.43,Moderate Market Gap,39.63,Moderate Opportunity,Improve Mobile products by addressing software problems,2109
P0231,Smartphone 231,Mobile,Smartphone,performance,16,40.0,41.99,36.43,Moderate Market Gap,39.63,Moderate Opportunity,Improve Mobile products by addressing performance problems,2110
P0140,Smartphone 140,Mobile,Smartphone,delivery,9,22.5,59.51,36.43,Moderate Market Gap,39.63,Moderate Opportunity,Improve Mobile products by addressing delivery problems,2111
P0083,Air Purifier 83,Home Appliances,Air Purifier,delivery,12,30.0,52.12,36.23,Moderate Market Gap,39.61,Moderate Opportunity,Improve Home Appliances products by addressing delivery problems,2112
P0061,Wireless Earbuds 61,Audio,Wireless Earbuds,price,9,22.5,60.52,35.19,Moderate Market Gap,39.61,Moderate Opportunity,Improve Audio products by addressing price problems,2113
P0061,Wireless Earbuds 61,Audio,Wireless Earbuds,software,9,22.5,60.52,35.19,Moderate Market Gap,39.61,Moderate Opportunity,Improve Audio products by addressing software problems,2114
P0234,Air Purifier 234,Home Appliances,Air Purifier,delivery,8,20.0,62.11,36.23,Moderate Market Gap,39.61,Moderate Opportunity,Improve Home Appliances products by addressing delivery problems,2115
P0083,Air Purifier 83,Home Appliances,Air Purifier,comfort,12,30.0,52.12,36.23,Moderate Market Gap,39.61,Moderate Opportunity,Improve Home Appliances products by addressing comfort problems,2116
P0041,Headphones 41,Audio,Headphones,delivery,12,30.0,52.99,35.19,Moderate Market Gap,39.6,Moderate Opportunity,Improve Audio products by addressing delivery problems,2117
P0342,Smartphone 342,Mobile,Smartphone,delivery,5,12.5,69.43,36.43,Moderate Market Gap,39.6,Moderate Opportunity,Improve Mobile products by addressing delivery problems,2118
P0069,Headphones 69,Audio,Headphones,delivery,4,10.0,72.94,35.19,Moderate Market Gap,39.59,Moderate Opportunity,Improve Audio products by addressing delivery problems,2119
P0349,Smart Fan 349,Home Appliances,Smart Fan,comfort,12,30.0,52.07,36.23,Moderate Market Gap,39.59,Moderate Opportunity,Improve Home Appliances products by addressing comfort problems,2120
P0195,Fitness Band 195,Wearables,Fitness Band,comfort,13,32.5,50.32,35.35,Moderate Market Gap,39.59,Moderate Opportunity,Improve Wearables products by addressing comfort problems,2121
P0264,Tablet 264,Mobile,Tablet,comfort,9,22.5,59.35,36.43,Moderate Market Gap,39.58,Moderate Opportunity,Improve Mobile products by addressing comfort problems,2122
P0310,Fitness Band 310,Wearables,Fitness Band,comfort,14,35.0,47.79,35.35,Moderate Market Gap,39.58,Moderate Opportunity,Improve Wearables products by addressing comfort problems,2123
P0384,Bluetooth Speaker 384,Audio,Bluetooth Speaker,performance,13,32.5,50.39,35.19,Moderate Market Gap,39.57,Moderate Opportunity,Improve Audio products by addressing performance problems,2124
P0384,Bluetooth Speaker 384,Audio,Bluetooth Speaker,delivery,13,32.5,50.39,35.19,Moderate Market Gap,39.57,Moderate Opportunity,Improve Audio products by addressing delivery problems,2125
P0248,Headphones 248,Audio,Headphones,software,6,15.0,67.87,35.19,Moderate Market Gap,39.56,Moderate Opportunity,Improve Audio products by addressing software problems,2126
P0193,Fitness Band 193,Wearables,Fitness Band,comfort,7,17.5,65.23,35.35,Moderate Market Gap,39.56,Moderate Opportunity,Improve Wearables products by addressing comfort problems,2127
P0248,Headphones 248,Audio,Headphones,delivery,6,15.0,67.87,35.19,Moderate Market Gap,39.56,Moderate Opportunity,Improve Audio products by addressing delivery problems,2128
P0406,Fitness Band 406,Wearables,Fitness Band,performance,12,30.0,52.74,35.35,Moderate Market Gap,39.56,Moderate Opportunity,Improve Wearables products by addressing performance problems,2129
P0406,Fitness Band 406,Wearables,Fitness Band,price,12,30.0,52.74,35.35,Moderate Market Gap,39.56,Moderate Opportunity,Improve Wearables products by addressing price problems,2130
P0444,Fitness Band 444,Wearables,Fitness Band,battery,17,42.5,40.24,35.35,Moderate Market Gap,39.56,Moderate Opportunity,Improve Wearables products by addressing battery problems,2131
P0101,Bluetooth Speaker 101,Audio,Bluetooth Speaker,performance,17,42.5,40.33,35.19,Moderate Market Gap,39.55,Moderate Opportunity,Improve Audio products by addressing performance problems,2132
P0275,Tablet 275,Mobile,Tablet,price,14,35.0,46.77,36.43,Moderate Market Gap,39.55,Moderate Opportunity,Improve Mobile products by addressing price problems,2133
P0348,Analog Watch 348,Watches,Analog Watch,software,13,32.5,48.9,36.86,Moderate Market Gap,39.55,Moderate Opportunity,Improve Watches products by addressing software problems,2134
P0364,Bluetooth Speaker 364,Audio,Bluetooth Speaker,battery,19,47.5,35.3,35.19,Moderate Market Gap,39.54,Moderate Opportunity,Improve Audio products by addressing battery problems,2135
P0025,Smart Watch 25,Watches,Smart Watch,comfort,9,22.5,58.86,36.86,Moderate Market Gap,39.53,Moderate Opportunity,Improve Watches products by addressing comfort problems,2136
P0288,Smart Ring 288,Wearables,Smart Ring,price,6,15.0,67.62,35.35,Moderate Market Gap,39.52,Moderate Opportunity,Improve Wearables products by addressing price problems,2137
P0465,Fitness Band 465,Wearables,Fitness Band,comfort,10,25.0,57.58,35.35,Moderate Market Gap,39.51,Moderate Opportunity,Improve Wearables products by addressing comfort problems,2138
P0148,Analog Watch 148,Watches,Analog Watch,performance,13,32.5,48.76,36.86,Moderate Market Gap,39.5,Moderate Opportunity,Improve Watches products by addressing performance problems,2139
P0252,Smartphone 252,Mobile,Smartphone,performance,11,27.5,54.1,36.43,Moderate Market Gap,39.49,Moderate Opportunity,Improve Mobile products by addressing performance problems,2140
P0209,Wireless Earbuds 209,Audio,Wireless Earbuds,software,7,17.5,65.11,35.19,Moderate Market Gap,39.47,Moderate Opportunity,Improve Audio products by addressing software problems,2141
P0408,Smartphone 408,Mobile,Smartphone,comfort,14,35.0,46.53,36.43,Moderate Market Gap,39.46,Moderate Opportunity,Improve Mobile products by addressing comfort problems,2142
P0328,Smartphone 328,Mobile,Smartphone,delivery,9,22.5,58.98,36.43,Moderate Market Gap,39.45,Moderate Opportunity,Improve Mobile products by addressing delivery problems,2143
P0366,Air Purifier 366,Home Appliances,Air Purifier,quality,20,50.0,31.61,36.23,Moderate Market Gap,39.43,Moderate Opportunity,Improve Home Appliances products by addressing quality problems,2144
P0322,Smart Watch 322,Watches,Smart Watch,quality,18,45.0,36.05,36.86,Moderate Market Gap,39.43,Moderate Opportunity,Improve Watches products by addressing quality problems,2145
P0019,Fitness Watch 19,Watches,Fitness Watch,comfort,16,40.0,41.05,36.86,Moderate Market Gap,39.43,Moderate Opportunity,Improve Watches products by addressing comfort problems,2146
P0188,Headphones 188,Audio,Headphones,comfort,11,27.5,54.98,35.19,Moderate Market Gap,39.42,Moderate Opportunity,Improve Audio products by addressing comfort problems,2147
P0412,Air Purifier 412,Home Appliances,Air Purifier,quality,12,30.0,51.55,36.23,Moderate Market Gap,39.41,Moderate Opportunity,Improve Home Appliances products by addressing quality problems,2148
P0453,Smartphone 453,Mobile,Smartphone,delivery,12,30.0,51.37,36.43,Moderate Market Gap,39.41,Moderate Opportunity,Improve Mobile products by addressing delivery problems,2149
P0125,Air Purifier 125,Home Appliances,Air Purifier,comfort,8,20.0,61.54,36.23,Moderate Market Gap,39.41,Moderate Opportunity,Improve Home Appliances products by addressing comfort problems,2150
P0153,Fitness Band 153,Wearables,Fitness Band,comfort,5,12.5,69.77,35.35,Moderate Market Gap,39.4,Moderate Opportunity,Improve Wearables products by addressing comfort problems,2151
P0078,Smart Ring 78,Wearables,Smart Ring,price,8,20.0,62.24,35.35,Moderate Market Gap,39.39,Moderate Opportunity,Improve Wearables products by addressing price problems,2152
P0185,Smart Ring 185,Wearables,Smart Ring,software,17,42.5,39.75,35.35,Moderate Market Gap,39.39,Moderate Opportunity,Improve Wearables products by addressing software problems,2153
P0449,Bluetooth Speaker 449,Audio,Bluetooth Speaker,quality,20,50.0,32.35,35.19,Moderate Market Gap,39.38,Moderate Opportunity,Improve Audio products by addressing quality problems,2154
P0024,Fitness Band 24,Wearables,Fitness Band,quality,17,42.5,39.68,35.35,Moderate Market Gap,39.37,Moderate Opportunity,Improve Wearables products by addressing quality problems,2155
P0332,Smart Watch 332,Watches,Smart Watch,delivery,10,25.0,55.9,36.86,Moderate Market Gap,39.37,Moderate Opportunity,Improve Watches products by addressing delivery problems,2156
P0107,Analog Watch 107,Watches,Analog Watch,software,15,37.5,43.39,36.86,Moderate Market Gap,39.37,Moderate Opportunity,Improve Watches products by addressing software problems,2157
P0335,Headphones 335,Audio,Headphones,quality,15,37.5,44.81,35.19,Moderate Market Gap,39.37,Moderate Opportunity,Improve Audio products by addressing quality problems,2158
P0422,Tablet 422,Mobile,Tablet,comfort,14,35.0,46.22,36.43,Moderate Market Gap,39.36,Moderate Opportunity,Improve Mobile products by addressing comfort problems,2159
P0021,Wireless Earbuds 21,Audio,Wireless Earbuds,price,11,27.5,54.7,35.19,Moderate Market Gap,39.33,Moderate Opportunity,Improve Audio products by addressing price problems,2160
P0377,Smart Ring 377,Wearables,Smart Ring,quality,14,35.0,47.07,35.35,Moderate Market Gap,39.33,Moderate Opportunity,Improve Wearables products by addressing quality problems,2161
P0319,Smart Ring 319,Wearables,Smart Ring,delivery,12,30.0,52.07,35.35,Moderate Market Gap,39.33,Moderate Opportunity,Improve Wearables products by addressing delivery problems,2162
